published_at,cve,severity,score,status,cwe,references,description
2026-09-24T14:17:11.887Z,CVE-2026-17413,MEDIUM,5.1,Received,CWE-129,1,"IBM PowerVM Hypervisor FW1120.00 through FW1120.01, FW1110.00 through FW1110.31, FW1060.00 through FW1060.81, and FW950.00 through FW950.H3 is affected by a vulnerability in the RTAS firmware-to-OS interface. An attacker with administrator-level (root) access to a logical partition can send a speci…"
2026-09-24T14:17:12.063Z,CVE-2026-17503,MEDIUM,5.1,Received,CWE-20,1,"IBM PowerVM Hypervisor FW1120.00 through FW1120.01, FW1110.00 through FW1110.31, FW1060.00 through FW1060.81, and FW950.00 through FW950.H3 is affected by a vulnerability in the partition firmware runtime boot configuration. An attacker with root access to a partition can maliciously alter partitio…"
2026-09-24T14:17:12.23Z,CVE-2026-17504,MEDIUM,5.1,Received,CWE-191,1,"IBM PowerVM Hypervisor FW1120.00 through FW1120.01, FW1110.00 through FW1110.31, FW1060.00 through FW1060.81, and FW950.00 through FW950.H3 is affected by a vulnerability in the partition firmware runtime. An attacker with root access to a partition can send a specially crafted request to the parti…"
2026-09-24T14:17:12.387Z,CVE-2026-17511,LOW,3.4,Received,CWE-212,1,"IBM PowerVM Hypervisor FW1120.00 through FW1120.01, FW1110.00 through FW1110.31, FW1060.00 through FW1060.81, and FW950.00 through FW950.H3 is affected by a vulnerability in the partition resource dump interface. An attacker with authenticated administrator-level access to the HMC or service proces…"
2026-09-24T14:17:12.553Z,CVE-2026-18104,LOW,3.3,Received,CWE-327,1,"IBM Db2 Mirror for i 7.6, 7.5, and 7.4 could allow a local attacker to obtain sensitive information due to the use of the AES Electronic Codebook (ECB) mode for encryption."
2026-09-24T14:17:12.68Z,CVE-2026-18857,LOW,3.4,Received,CWE-125,1,"IBM OPENBMC FW1120.00 through FW1120.01, FW1110.00 through FW1110.31, and FW1060.00 through FW1060.81 is affected by a vulnerability in the BMC firmware management interface. The host system can cause the BMC firmware management service to crash or allow a limited amount of BMC internal memory to b…"
2026-09-24T14:18:17.247Z,CVE-2026-77797,LOW,3.6,Received,CWE-20; CWE-125,2,Velociraptor's prefetch library contains an out of bound vulnerability which may cause a crash when parsing certain malformed prefetch files.
2026-09-24T14:18:17.373Z,CVE-2026-77798,MEDIUM,6.5,Received,CWE-833,2,Velociraptor contains a deadlock condition that may be triggered by authenticated users. The issue stems from a lock management bug in the user management module.
2026-09-24T14:18:18.32Z,CVE-2026-88359,,,Received,,3,"libfyaml 0.9.6 contains a stack exhaustion vulnerability in fy_atom_iter_format(). When processing a specially crafted YAML document containing a very large literal or folded block scalar, the function repeatedly grows an internal buffer using alloca() inside a loop. The allocated stack memory is n…"
2026-09-24T14:18:18.44Z,CVE-2026-88360,,,Received,,1,"libvips 8.19.0 contains a memory access vulnerability when processing little-endian PFM images. If the PFM text header length is not a multiple of four bytes, the mmap-based loader can expose pixel data at an address that is not properly aligned for float access. vips_avg_scan() subsequently derefe…"
2026-09-24T14:18:18.667Z,CVE-2026-91187,CRITICAL,9.3,Received,CWE-347,5,Improper Verification of Cryptographic Signature vulnerability in dashbit nimble_zta allows an unauthenticated remote attacker to authenticate as an arbitrary Cloudflare service token. Applications using the Cloudflare Zero Trust authentication strategy are affected. verify_token/2 in lib/nimble_zt…
2026-09-24T14:18:20.153Z,CVE-2026-95519,HIGH,7.8,Received,CWE-78,2,"A flaw was found in rpm. An attacker can supply a crafted manifest file that, when processed by a user or automation using `rpm -q -p` or similar manifest-processing flows, leads to arbitrary code execution. This occurs because manifest entries are unexpectedly macro-expanded before being opened, a…"
2026-09-24T14:18:20.29Z,CVE-2026-95521,HIGH,7.8,Received,CWE-78,2,A command injection flaw was found in rpm. Installing or rebuilding a source RPM whose source or spec file basenames contain a %() macro construct causes rpm to execute an attacker-controlled shell command via popen() while relocating the source file list. This allows arbitrary command execution as…
2026-09-24T14:18:21.683Z,CVE-2026-97057,HIGH,8.7,Received,CWE-1284,7,"redis-parser through 3.0.0 fails to validate the multi-bulk length value in RESP protocol parsing, allowing attackers to trigger an uncaught RangeError by supplying an excessively large declared length. A malicious or compromised Redis endpoint can deliver a crafted RESP header with a length above…"
2026-09-24T14:18:21.84Z,CVE-2026-97058,MEDIUM,6.9,Received,CWE-1284,5,"sprintf-js through 1.1.3 passes unbounded precision specifiers to toFixed, toExponential, and toPrecision methods without validation, causing uncaught RangeError exceptions. Attackers who control format strings can inject precision values exceeding ECMAScript limits to abort calling operations with…"
2026-09-24T14:18:21.997Z,CVE-2026-97059,HIGH,8.8,Received,CWE-125,7,DCMTK through 3.7.0 contains a heap over-read vulnerability in ConcatenationLoader that copies pixel data frames without validating the PixelData buffer length against the declared NumberOfFrames. Attackers can craft malicious DICOM instances declaring more frames than the buffer contains to trigge…
2026-09-24T14:18:22.16Z,CVE-2026-97061,MEDIUM,5.3,Received,CWE-862,6,"Black Candy through 3.2.1 fails to scope playlist search queries to the authenticated session user, allowing any authenticated user to enumerate all playlists on the instance. Attackers can query the SearchController or Search::PlaylistsController endpoints with blank or targeted search parameters…"
2026-09-24T14:18:22.317Z,CVE-2026-97062,MEDIUM,5.1,Deferred,CWE-79,6,"Aureus ERP through 1.6.0 stores uploaded SVG files on its public disk and serves them from the application origin, allowing authenticated users to upload malicious SVG files containing JavaScript. Attackers can craft SVG files with script elements that execute in the application's origin when the f…"
2026-09-24T14:18:22.533Z,CVE-2026-97359,CRITICAL,10.0,Received,CWE-1336,2,HFS2 version 2.4.0 and earlier contains a template injection vulnerability in the multipart upload handler that allows unauthenticated attackers to achieve remote code execution by embedding malicious template syntax in a filename. Attackers can craft a filename containing a closing template quotin…
2026-09-24T14:18:22.703Z,CVE-2026-97360,CRITICAL,10.0,Received,CWE-862,2,"HFS2 version 2.4.0 and earlier contains an unauthenticated arbitrary file access vulnerability that allows unauthenticated attackers to read, write, append, and delete files anywhere the HFS service account has filesystem access outside the shared folder. Attackers can exploit the macro dispatcher'…"
