published_at,cve,severity,score,status,cwe,references,description
2026-09-25T19:16:49.23Z,CVE-2026-100192,MEDIUM,6.9,Received,CWE-306,4,"X-SpringBoot through 6.0 exposes appKey and appSecret credentials in the GET /application/manager/select endpoint without authentication or field filtering. Unauthenticated attackers can retrieve these credentials and use them to send arbitrary SMS messages through any tenant's SMS provider, enabli…"
2026-09-25T19:16:50.423Z,CVE-2026-100303,MEDIUM,5.3,Received,CWE-862,4,"TDuck survey form through 6.0 lacks authorization checks on FormThemeController write endpoints for global form themes and categories. Authenticated non-admin users can add, modify, or delete themes and theme categories affecting forms owned by other users."
2026-09-25T19:16:50.797Z,CVE-2026-100304,MEDIUM,6.0,Received,CWE-636,6,"TDuck survey form 6.0 contains an information disclosure vulnerability in FormAuthUtils.hasPermission that fails open when a form does not exist, allowing authenticated users to access deleted form submissions. Attackers can read orphaned submission data including personal information by providing…"
2026-09-25T19:16:50.973Z,CVE-2026-100305,MEDIUM,5.3,Received,CWE-862,5,"TDuck survey form through 6.0 fails to enforce form fill-in restrictions on the authenticated submission endpoint POST /user/form/data/create. Authenticated attackers who know a form's key can submit unlimited entries to any form, bypassing publish status, time window, quota, and per-IP restriction…"
2026-09-25T19:16:51.167Z,CVE-2026-100306,MEDIUM,6.9,Received,CWE-602,5,"TDuck survey form through 6.0 fails to validate write passwords on submission endpoints, enforcing the check only on the front end. Remote unauthenticated attackers can submit form entries directly to public submission APIs without providing the password by using the form key from share links."
2026-09-25T19:16:53.747Z,CVE-2026-45801,MEDIUM,5.3,Deferred,CWE-269,5,"GLPI is a free asset and IT management software package. From 0.72 until 10.0.26 and 11.0.8, an authenticated user without the required permission can enable debug mode. The affected user-setting update does not enforce the privilege boundary intended to restrict debug-mode activation. This issue i…"
2026-09-25T19:16:54.967Z,CVE-2026-47679,HIGH,8.5,Deferred,CWE-22,5,"GLPI is a free asset and IT management software package. From 10.0.0 until 10.0.26 and 11.0.8, any logged-in GLPI user can exploit insufficient path validation in the profile-picture update flow to request deletion of an attacker-selected file hosted by the server. This issue is fixed in versions 1…"
2026-09-25T19:16:55.18Z,CVE-2026-48482,CRITICAL,9.4,Deferred,CWE-22,3,"GLPI is a free asset and IT management software package. From 11.0.0 until 11.0.8, a form administrator can use Form import with a crafted illustration or scene identifier that traverses outside the intended custom-asset directory. The imported file can be written to an executable server location,…"
2026-09-25T19:16:58.033Z,CVE-2026-49469,MEDIUM,4.6,Deferred,CWE-90,5,"GLPI is a free asset and IT management software package. From 0.70 until 10.0.26 and 11.0.8, an authenticated hotliner or technician can submit crafted criteria through the user import feature to bypass the configured default LDAP filter. This allows access to LDAP objects that the default filter w…"
2026-09-25T19:16:58.22Z,CVE-2026-49470,HIGH,7.7,Deferred,CWE-307,3,"GLPI is a free asset and IT management software package. From 11.0.0 until 11.0.8, the time-based one-time password verification endpoint does not limit failed submissions per user. An attacker who has obtained a user's primary authentication credentials can repeatedly submit TOTP values against th…"
2026-09-25T19:17:27.123Z,CVE-2026-53610,HIGH,7.5,Deferred,CWE-79,3,"GLPI is a free asset and IT management software package. From 11.0.0 until 11.0.8, an attacker can craft a URL for a dashboard that reflects attacker-controlled markup without sufficient output encoding. A user who opens the crafted URL triggers reflected cross-site scripting in the dashboard. This…"
2026-09-25T19:17:27.477Z,CVE-2026-53625,HIGH,7.5,Deferred,CWE-862,5,"GLPI is a free asset and IT management software package. From 0.70 until 10.0.26 and 11.0.8, a technician can manipulate the authtype value through the API to change another user's authentication method. Under configurations using the legacy API REST interface or SSO logins, this can change a super…"
2026-09-25T19:17:27.67Z,CVE-2026-53626,HIGH,7.1,Deferred,CWE-639; CWE-862,3,"GLPI is a free asset and IT management software package. From 11.0.5 until 11.0.8, under certain conditions, permission logic can grant access to a document without confirming that the document is linked to the targeted item. A user can use an unrelated item that the user is permitted to view to re…"
2026-09-25T19:17:27.87Z,CVE-2026-53627,MEDIUM,6.0,Deferred,CWE-862,3,"GLPI is a free asset and IT management software package. From 11.0.0 until 11.0.8, a low-privileged authenticated user can use the new API (v2) to perform update operations that the same user is normally forbidden to perform through the user interface. The API update flow does not consistently enfo…"
2026-09-25T19:17:28.067Z,CVE-2026-53628,MEDIUM,5.9,Deferred,CWE-285,5,"GLPI is a free asset and IT management software package. From 0.84 until 10.0.26 and 11.0.8, an administrator holding the Update auth and sync or Update auth, sync and 2FA right can change the authentication method and disable two-factor authentication for user accounts outside the administrator's…"
2026-09-25T19:17:28.263Z,CVE-2026-53629,HIGH,7.1,Deferred,CWE-89,5,"GLPI is a free asset and IT management software package. From 9.4.0 until 10.0.26 and 11.0.8, an attacker with the READ right on logs can craft a URL for the history tab that injects attacker-controlled values into a database query. This permits SQL injection through the history tab endpoint. This…"
2026-09-25T19:17:38.16Z,CVE-2026-55214,HIGH,8.5,Deferred,CWE-116,3,"GLPI is a free asset and IT management software package. From 11.0.6 until 11.0.8, an authenticated technician can store active markup in supplier website fields. Any user who opens the affected item's suppliers list triggers the stored cross-site scripting payload. This issue is fixed in version 1…"
2026-09-25T19:17:38.323Z,CVE-2026-55217,MEDIUM,5.3,Deferred,CWE-285,5,"GLPI is a free asset and IT management software package. From 0.85 until 10.0.26 and 11.0.8, a low-privileged authenticated user can create, update, or delete knowledge base comments and translations without the required authorization for the affected content. This issue is fixed in versions 11.0.8…"
2026-09-25T19:17:53.963Z,CVE-2026-61855,MEDIUM,5.3,Received,CWE-347,2,"Zammad is a web based open source helpdesk/customer support system. In 7.0.3 and 7.1.1, under certain conditions, Zammad's verification of inbound PGP-signed email can mark a message as carrying a valid (""Good"") PGP signature from a registered sender key, even though the displayed message content i…"
2026-09-25T19:17:54.5Z,CVE-2026-63006,MEDIUM,5.3,Received,CWE-22,2,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.1.2, attacker-controlled HTML in inbound emails or tickets could bypass the image URL sanitizer using path traversal sequences. When an authenticated agent views the content, the browser resolves the URL to a protected A…"
