published_at,cve,severity,score,status,cwe,references,description
2026-09-25T21:17:19.84Z,CVE-2025-14181,MEDIUM,6.5,Received,CWE-190,2,"The SOAP HTTP client guards its response buffer growth with a check that relies on signed integer overflow, which is undefined behaviour and is not guaranteed to trigger. When the check is optimised away, a malicious SOAP server can make the client allocate a buffer far smaller than the data it the…"
2026-09-25T21:17:20.993Z,CVE-2025-1218,LOW,3.4,Received,CWE-122,1,"The mysqlnd wire protocol parser reads fields out of server packets before checking that the packet still holds enough bytes for them. A malicious or compromised MySQL server can send a truncated packet and make the client read past the end of the packet buffer, which is undefined behaviour and can…"
2026-09-25T21:17:21.247Z,CVE-2026-100369,HIGH,8.4,Received,CWE-88,1,"CliInvoke and its formerly named `AlastairLundy.CliInvoke` package are .NET libraries for invoking command-line programs and wrapping executable processes. `CliInvoke` versions 2.0.0 through 2.8.4, 2.9.0 through 2.9.3, 2.10.0 through 2.10.4, and 3.0.0-alpha.1 through 3.0.0-beta.1, as well as `Alast…"
2026-09-25T21:17:21.517Z,CVE-2026-100376,MEDIUM,4.8,Received,CWE-79,2,"Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting') vulnerability in Wikimedia Foundation Mediawiki - TemplateSandbox Extension allows Cross-Site Scripting (XSS). This issue affects Mediawiki - TemplateSandbox Extension: from * before 1.46.1, 1.45.5, 1.43.10."
2026-09-25T21:17:21.65Z,CVE-2026-100377,MEDIUM,6.9,Received,CWE-200,2,Exposure of Sensitive Information to an Unauthorized Actor vulnerability in Wikimedia Foundation Mediawiki - WikiLambda Extension allows Excavation. This issue affects Mediawiki - WikiLambda Extension: 1.47.0-alpha. The issue has been remediated on the `master` branch.
2026-09-25T21:17:21.78Z,CVE-2026-100378,MEDIUM,5.3,Received,CWE-862,2,"Missing Authorization vulnerability in Wikimedia Foundation Mediawiki - Translate Extension allows Accessing Functionality Not Properly Constrained by ACLs. This issue affects Mediawiki - Translate Extension: from * before 1.46.1, 1.45.5, 1.43.10."
2026-09-25T21:17:21.91Z,CVE-2026-100379,MEDIUM,5.3,Received,CWE-200,2,Exposure of Sensitive Information to an Unauthorized Actor vulnerability in Wikimedia Foundation Wikipedia Android App allows Accessing/Intercepting/Modifying HTTP Cookies. This issue affects Wikipedia Android App: main.
2026-09-25T21:17:22.037Z,CVE-2026-100380,MEDIUM,5.3,Received,CWE-79,2,"Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting') vulnerability in Wikimedia Foundation Mediawiki - Wikibase Extension allows Cross-Site Scripting (XSS). This issue affects Mediawiki - Wikibase Extension: from * before 1.46.1, 1.45.5, 1.43.10."
2026-09-25T21:17:22.163Z,CVE-2026-100387,HIGH,7.2,Received,CWE-125,5,pgPointcloud through 1.2.5 contains a heap out-of-bounds read vulnerability in dimensional patch WKB deserialization that allows authenticated database users to read adjacent heap memory. Attackers can supply crafted pcpatch values with attacker-controlled size fields to copy heap memory into store…
2026-09-25T21:17:22.317Z,CVE-2026-100388,MEDIUM,5.3,Deferred,CWE-862,5,RustDesk versions before 1.5.0 fail to properly validate file transfer permissions on incoming file clipboard messages in the Cliprdr message handler on Linux and macOS. Authenticated remote peers with disabled file transfer permissions can place files onto the host clipboard and retrieve copied fi…
