published_at,cve,severity,score,status,cwe,references,description
2026-09-24T18:17:13.82Z,CVE-2026-54461,MEDIUM,6.5,Received,CWE-1333,3,"Habitica is a habit tracker application that treats goals like a role-playing game. From 4.172.1 until 5.48.2, a query parameter on Habitica's /api/v3/groups/:groupId/members route is not sanitized before being interpreted as a regular expression. An authenticated caller can supply a computationall…"
2026-09-24T18:17:14.523Z,CVE-2026-57175,MEDIUM,6.4,Received,CWE-287,1,"Python Social Auth is a social authentication/registration mechanism. Prior to version 5.0.0, the SAML backend accepted SAML responses on the Assertion Consumer Service endpoint without verifying that they matched a previously issued `AuthnRequest`. Applications using SAML account association could…"
2026-09-24T18:17:14.68Z,CVE-2026-57176,MEDIUM,6.8,Received,CWE-289,1,"Python Social Auth is a social authentication/registration mechanism. Prior to version 5.0.0, the Vend OAuth2 backend used only the numeric Vend user_id as the social-auth UID. When multiple Vend shops authenticate through the same application, users from different shops with the same internal Vend…"
2026-09-24T18:17:14.823Z,CVE-2026-57177,MEDIUM,4.3,Received,CWE-352,1,"Python Social Auth is a social authentication/registration mechanism. Prior to version 5.0.0, the LoginRadius backend did not validate OAuth state during the authentication flow. Applications using this backend were vulnerable to login CSRF. An attacker could cause a victim's browser session to com…"
2026-09-24T18:17:14.97Z,CVE-2026-57178,HIGH,7.4,Received,CWE-287; CWE-347,1,"Python Social Auth is a social authentication/registration mechanism. Prior to version 5.0.0, the `vk-app` backend accepted VK application callback data without verifying the callback signature when the `auth_key` parameter was omitted. Applications using this backend could treat unsigned attacker-…"
2026-09-24T18:17:15.12Z,CVE-2026-57179,MEDIUM,4.2,Received,CWE-384,1,"Python Social Auth is a social authentication/registration mechanism. Prior to version 5.0.0, the partial-pipeline resume mechanism accepted `partial_token` as a bearer credential without binding it to the browser session that created it. Applications using resumable partial pipeline steps could al…"
2026-09-24T18:17:15.707Z,CVE-2026-61604,CRITICAL,9.3,Received,CWE-285; CWE-862,1,"The ixo Blockchain is a Layer 1 blockchain that runs on both Testnet and Mainnet. Prior to version 8.0.0, the x/bonds module moved funds from an address that was resolved from a DID verification method, without verifying that the resolved address belonged to the transaction signer. Affected handler…"
2026-09-24T18:17:15.86Z,CVE-2026-61732,CRITICAL,10.0,Received,CWE-74,2,"Decepticon is an autonomous hacking agent for red teams. Versions prior to 1.1.17 wrap web crawl results — the output of agent reconnaissance against target services — into LLM messages without neutralizing ChatML special-token literals. Under the BYOK (Bring Your Own Key) deployment model, users c…"
2026-09-24T18:17:16.013Z,CVE-2026-61741,CRITICAL,9.3,Received,CWE-611,1,"http4s-scala-xml provides `EntityDecoder[F, scala.xml.Elem]` instances that parse XML message bodies. Prior to versions 0.24.1 and 1.0.0-M39, these decoders used a `javax.xml.parsers.SAXParserFactory` obtained from `SAXParserFactory.newInstance` without any security configuration. With the JDK's de…"
2026-09-24T18:17:16.173Z,CVE-2026-61742,CRITICAL,9.3,Received,CWE-306; CWE-346,2,"DBHub is a database MCP server for Postgres, MySQL, SQL Server, Oracle, MariaDB, SQLite. Versions prior to 0.22.5 expose an unauthenticated HTTP MCP endpoint when started with the documented HTTP transport mode, for example `--transport http --port 8080`. The HTTP server attempts to protect browser…"
2026-09-24T18:17:16.333Z,CVE-2026-61782,HIGH,7.5,Received,CWE-200,1,"Rsdoctor is a build analyzer tailored for projects built with Rspack. Prior to version 1.5.16, the default Rsdoctor report HTTP server started by `@rsdoctor/rspack-plugin` binds to all network interfaces (`0.0.0.0`) and serves a `POST /api/data/key` endpoint with no authentication and wildcard CORS…"
2026-09-24T18:17:16.64Z,CVE-2026-61784,MEDIUM,6.1,Received,CWE-79; CWE-116,2,"xhtml-purifier is a Node.js library to take in raw/unknown/untrusted HTML and output cleaned, purified, trusted HTML. Versions prior to 0.4.3 do not HTML-entity-encode attribute values when serializing its sanitized output. In attributeString() (XHTMLPurifier.js, around line 148) the attribute valu…"
2026-09-24T18:17:16.837Z,CVE-2026-61788,HIGH,7.4,Received,CWE-184; CWE-636; CWE-863,1,"DBHub is a database MCP server for Postgres, MySQL, SQL Server, Oracle, MariaDB, SQLite. Prior to version 0.22.6, setting `readonly = true` on the `execute_sql` tool does not make the connection read-only. The connectors are written to set PostgreSQL `default_transaction_read_only=on` (and open SQL…"
2026-09-24T18:17:16.99Z,CVE-2026-61811,MEDIUM,6.5,Received,CWE-674,4,"Wazuh is an open-source security platform providing unified XDR and SIEM protection for endpoints and cloud workloads. From 3.8.0 until 4.14.7, the _getattributes() function in src/os_xml/os_xml.c recursively processes every XML attribute without a depth limit while allocating two large local buffe…"
2026-09-24T18:17:17.153Z,CVE-2026-61815,HIGH,7.2,Received,CWE-93,1,"zbateson/mail-mime-parser is a mail mime parser alternative to PHP's imap* functions and Pear libraries for reading messages in Internet Message Format RFC 822. Prior to version 3.0.6 and 4.0.2, CRLF (carriage-return / line-feed) header injection (CWE-93) affecting any application that uses this li…"
2026-09-24T18:17:17.303Z,CVE-2026-61816,HIGH,7.5,Received,CWE-400,1,"zbateson/mail-mime-parser is a mail mime parser alternative to PHP's imap* functions and Pear libraries for reading messages in Internet Message Format RFC 822. Starting in version 2.0.0 and prior to version 3.0.6 and 4.0.2, an uncontrolled resource consumption / algorithmic complexity vulnerabilit…"
