published_at,cve,severity,score,status,cwe,references,description
2026-09-25T17:17:07.127Z,CVE-2026-100237,,,Received,CWE-79,2,Improper neutralization of input during web page generation ('cross-site scripting') vulnerability in The Wikimedia Foundation Mediawiki - Thanks Extension allows Stored XSS. This issue affects Mediawiki - Thanks Extension: from * before 1.43.10/1.45.5/1.46.1.
2026-09-25T17:17:07.243Z,CVE-2026-100248,HIGH,8.4,Received,CWE-1025,3,The Rattadan Cosmowarp smart contract before 56c6147 can have a comparison to an unintended value of current_admin.
2026-09-25T17:17:07.657Z,CVE-2026-18311,MEDIUM,6.1,Received,CWE-79,1,"Readwise Reader for Android contains a cross-site scripting vulnerability due to missing HTML sanitization in its processing of imported document metadata. Attacker-controlled fields such as the author meta tag are inserted into a WebView via innerHTML, enabling stored XSS that executes on synced d…"
2026-09-25T17:17:07.85Z,CVE-2026-18312,MEDIUM,6.1,Received,CWE-79,1,Readwise Reader for Android constructs URLs in its WebView using attacker-controlled metadata without proper encoding or escaping. The application interpolates untrusted values directly into URL strings and inserts them into the DOM via innerHTML. Because the interpolation occurs without HTML or Ja…
2026-09-25T17:17:08.013Z,CVE-2026-18320,MEDIUM,6.1,Received,CWE-79,1,"Readwise Reader for Android uses a sanitize-html configuration that permits all attributes on SVG and PATH elements due to a wildcard attribute rule. This configuration fails to remove script-capable attributes such as event handlers (e.g., 'onload', 'onerror'). An attacker could supply a document…"
2026-09-25T17:17:09.263Z,CVE-2026-56723,HIGH,7.1,Received,CWE-863,3,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.0.2, a customer who can view a ticket cannot see internal ticket articles through the article listing API. However, the same customer can directly request an attachment belonging to an internal article via the attachment…"
2026-09-25T17:17:09.42Z,CVE-2026-56724,HIGH,7.1,Received,CWE-639; CWE-862,3,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.0.2, summary An issue with permission checks in the knowledge base management area has been identified. Under certain conditions, data validation for linked items was not fully enforced. This could have allowed users wit…"
2026-09-25T17:17:09.557Z,CVE-2026-56729,LOW,2.1,Received,CWE-200; CWE-280; CWE-284,4,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.0.2, when multiple KB categories have different editor roles assigned, a user with knowledge_base.editor in one category can see answer titles and updated_at timestamps from categories they do not have editor access to ,…"
2026-09-25T17:17:09.81Z,CVE-2026-61837,MEDIUM,6.3,Received,CWE-285; CWE-862,5,"RabbitMQ is a messaging and streaming broker. From 4.0.0 until 4.3.3, 4.2.9, 4.1.14, and 4.0.23, AMQP 1.0 management GET /bindings exposes full binding topology to any authenticated AMQP user without resource/management permission checks. the AMQP 1.0 HTTP-over-AMQP management endpoint GET /binding…"
2026-09-25T17:17:09.987Z,CVE-2026-66071,MEDIUM,6.0,Received,CWE-400,5,"RabbitMQ is a messaging and streaming broker. From 3.13.0 until 3.13.15 and 4.0.22 and 4.1.11 and 4.2.6 and 4.3.1, Atom exhaustion: OAuth2 JWT tag: scope values. extractscopes/1 parses scopes of the form .tag: and calls rabbitdatacoercion:toatom() to convert to a tag atom. The token signature is ve…"
2026-09-25T17:17:10.157Z,CVE-2026-66073,MEDIUM,6.0,Received,CWE-400,3,"RabbitMQ is a messaging and streaming broker. From 3.13.0 until 3.13.15 and 4.0.20 and 4.1.11 and 4.2.6, Atom table exhaustion via management API node field. pUT /api/queues/:vhost/:name (and the exchanges and bindings endpoints) accepts a node JSON field. The value goes through rabbitnodes:make →…"
2026-09-25T17:17:10.333Z,CVE-2026-66078,LOW,2.1,Received,CWE-862,3,"RabbitMQ is a messaging and streaming broker. From 3.13.0 until 3.13.15 and 4.0.20 and 4.1.11 and 4.2.6, protected tag bypass via bulk-delete. dELETE /api/users/:name refuses to delete users tagged protected (rabbitmgmtwmuser:deleteresource/2 checks isprotecteduser). POST /api/users/bulk-delete ite…"
2026-09-25T17:17:10.517Z,CVE-2026-67222,MEDIUM,5.9,Received,CWE-400,2,"RabbitMQ is a messaging and streaming broker. From 3.13.0 until 3.13.15, 4.0.20, 4.1.11, and 4.2.6, mechanisms/1 applied list_to_atom/1 to every colon-delimited token in an attacker-controlled auth_mechanism value, permanently consuming Erlang VM atoms and allowing the node to be crashed with a lar…"
2026-09-25T17:17:10.67Z,CVE-2026-67223,MEDIUM,6.3,Received,CWE-90,5,"RabbitMQ is a messaging and streaming broker. The advisory establishes affected 3.13, 4.0, 4.1, 4.2, and 4.3 maintenance lines but contains conflicting first-fixed versions for the 3.13, 4.0, and 4.1 lines. fill/2 substitutes ${username} into user_dn_pattern without RFC 4514 DN escaping, allowing a…"
