published_at,cve,severity,score,status,cwe,references,description
2026-09-24T16:17:06.087Z,CVE-2025-32000,MEDIUM,4.3,Received,CWE-20,1,"HCL Sametime is vulnerable to insufficient input sanitization. The application did not appropriately sanitize user input. When user input is implicitly or explicitly trusted without sufficient sanitization, malicious actors can leverage this vulnerability."
2026-09-24T16:17:07.637Z,CVE-2026-56737,HIGH,8.1,Deferred,CWE-287,4,phpMyFAQ is an open source FAQ web application. Versions 3.2.0 through 4.1.5 contain an authentication bypass in its public two-factor authentication verification flow: an unauthenticated attacker can submit an account’s numeric user ID and a valid or brute-forced six-digit TOTP code without first…
2026-09-24T16:17:07.803Z,CVE-2026-56739,HIGH,8.5,Deferred,CWE-918,4,"Logto is the modern, open-source auth infrastructure for SaaS and AI apps. Prior to 1.43.0, Logto fetches administrator-controlled outbound destinations without validating the address used for the connection. Webhook delivery in packages/core/src/libraries/hook/utils.ts can reach special-use and cl…"
2026-09-24T16:17:08.7Z,CVE-2026-63203,HIGH,7.6,Deferred,CWE-862,5,"Logto is the modern, open-source auth infrastructure for SaaS and AI apps. From 1.31.0 until 1.42.0, the Account API handlers in packages/core/src/routes/account/third-party-tokens.ts allow a caller holding a same-user access token with only the openid scope to retrieve stored social or enterprise…"
2026-09-24T16:17:08.873Z,CVE-2026-63630,LOW,3.4,Received,CWE-201; CWE-502,3,"BentoPDF is a client-side PDF toolkit that is self hostable. In 2.8.6 and earlier, deserializeWorkflow() accepts the Timestamp node's tsaUrl control from imported JSON without schema or destination validation. When a user imports the crafted workflow and runs it against a PDF, timestampPdf() sends…"
2026-09-24T16:17:09.52Z,CVE-2026-67233,MEDIUM,6.0,Received,CWE-862,3,"RabbitMQ is a messaging and streaming broker. Prior to versions 3.13.15, 4.0.20, 4.1.11, 4.2.6, and 4.3.1, The shovel management resource's is_authorized/2 delegates to rabbit_mgmt_util:is_authorized_monitor/2, which accepts the monitoring tag. But allowed_methods includes DELETE, and delete_resour…"
2026-09-24T16:17:10.387Z,CVE-2026-75907,,,Received,,1,The door access control on a Norwegian Cruise Line asset grants entry based only on the credential's static 7-byte UID stored on an NTAG212 NFC chip. A UID is a manufacturer serial number sent in the clear on every read and is not intended to be secret or to authenticate the holder. Validating on t…
2026-09-24T16:17:10.5Z,CVE-2026-76907,MEDIUM,6.5,Deferred,CWE-200; CWE-639,3,"LaSuite Doc is a collaborative note taking, wiki and documentation platform. From 4.8.2 until 5.4.0, GET /api/v1.0/documents/search/ accepts sequential seven-digit document paths to scope descendant searches without requiring the caller to possess the public document UUID. An unauthenticated caller…"
2026-09-24T16:17:10.943Z,CVE-2026-77581,HIGH,8.6,Received,CWE-918,5,"BentoPDF is a client-side PDF toolkit that is self hostable. In 2.8.6 and earlier, the certificate and timestamp CORS proxy in cloudflare/cors-proxy-worker.js uses isPrivateOrReservedHost() to validate a supplied hostname separately from the DNS resolution used by fetch(targetUrl), allowing an atta…"
2026-09-24T16:17:11.107Z,CVE-2026-79758,MEDIUM,5.4,Received,CWE-284; CWE-639; CWE-862,4,"Termix is a web-based server management platform with SSH terminal, tunneling, and file editing capabilities. From 1.8.0 until 2.5.1, authenticated Termix users can access the server-stats API without per-host authorization. GET /status returns statuses for hosts the requester cannot access, GET /s…"
2026-09-24T16:17:11.283Z,CVE-2026-79759,MEDIUM,4.3,Received,CWE-639,5,"Termix is a web-based server management platform with SSH terminal, tunneling, and file editing capabilities. From 1.7.0 until 2.5.1, the POST /credentials/:id/deploy-to-host endpoint resolves credential and target-host records from attacker-controlled credentialId and targetHostId integer values w…"
2026-09-24T16:17:11.49Z,CVE-2026-79760,MEDIUM,6.4,Received,CWE-918,5,"Termix is a web-based server management platform with SSH terminal, tunneling, and file editing capabilities. From 2.5.0 until 2.5.1, Termix allows authenticated users to configure webhook or ntfy notification channels with attacker-controlled destination URLs and trigger server-side requests throu…"
2026-09-24T16:17:11.743Z,CVE-2026-79761,MEDIUM,6.6,Received,CWE-78,5,"Termix is a web-based server management platform with SSH terminal, tunneling, and file editing capabilities. From 1.7.0 until 2.5.1, the Termix SSH key deployment flow derives a grep pattern from a user-controlled public-key token and interpolates it into double-quoted shell commands executed on t…"
2026-09-24T16:17:12.833Z,CVE-2026-88355,,,Received,,2,"An incorrect buffer size calculation vulnerability exists in tinyexpr commit 4a7456e in new_expr(). For arity-0 expression nodes, including constants, variables, and zero-argument functions, the function allocates less memory than sizeof(te_expr) but treats the returned allocation as a complete te_…"
2026-09-24T16:17:12.957Z,CVE-2026-88357,,,Received,,6,nDPI 5.1.0 contains a memory access issue in the DNS dissector and serializer deserialization code. Specially crafted network input can cause byte-buffer addresses at odd offsets to be cast to uint16_t or wider integer pointers and directly dereferenced without alignment checks. This results in und…
2026-09-24T16:17:13.09Z,CVE-2026-88358,,,Received,,3,simdjson 4.6.1 contains a one-byte out-of-bounds read vulnerability in dom::parser::parse_unpadded(). A specially crafted truncated JSON document whose final structural token closes a nested array or object can cause json_iterator::walk_document() to access buf[len] after the input buffer has been…
2026-09-24T16:17:13.217Z,CVE-2026-88361,,,Received,,3,SumatraPDF 3.6.1 contains an integer overflow vulnerability in EngineMupdf::BuildPageLabelRec() when parsing PDF PageLabels /Nums entries.
2026-09-24T16:17:13.35Z,CVE-2026-88362,,,Received,,2,MuJS e892c9fdb contains an incorrect numeric conversion vulnerability in jsR_isindex() in jsrun.c. A specially crafted JavaScript input containing an excessively large numeric array index can cause an out-of-range floating-point value to be converted to an integer without proper range validation. T…
2026-09-24T16:17:13.483Z,CVE-2026-88365,,,Received,,1,minimp3 commit ea99364f contains an integer overflow vulnerability in mp3dec_skip_id3v1() when parsing the APEv2 tag-size field.
2026-09-24T16:17:13.607Z,CVE-2026-88366,,,Received,,1,NanoSVG commit 239e102ec contains an incorrect numeric conversion vulnerability in nsvg__pathArcTo() when parsing SVG arc commands. A specially crafted SVG document containing extreme arc radius values can cause intermediate arc calculations to produce a NaN delta angle. The function subsequently c…
2026-09-24T16:17:13.73Z,CVE-2026-88368,,,Received,,1,NanoSVG commit 239e102ec contains an incorrect numeric conversion vulnerability in the rasterizer's nsvg__addActive() function. A specially crafted SVG document containing sufficiently large geometry coordinates can cause fixed-point-scaled edge coordinates to exceed the range representable by int.…
2026-09-24T16:17:13.85Z,CVE-2026-88369,,,Received,,1,zserge jsmn commit 25647e6 is vulnerable to Buffer Overflow in example/jsondump.c dump().
2026-09-24T16:17:13.977Z,CVE-2026-88370,,,Received,,1,"libconfini 1.16.4 contains a heap out-of-bounds write condition involving the bundled load_ini_buffer.h utility and strip_ini_cache(). The bundled utility allocates exactly ini_length bytes, while strip_ini_cache() unconditionally writes a NUL terminator at ini_source[ini_length], requiring an addi…"
2026-09-24T16:17:14.1Z,CVE-2026-88371,,,Received,,1,"ZBar commit 2ea2ca58 contains an undefined-behavior vulnerability in the Code 128 decode6() function. When processing specially crafted Code 128 input, decode_e() can return -1 for an invalid edge pattern, and decode6() subsequently left-shifts this negative signed value while constructing the edge…"
2026-09-24T16:17:14.357Z,CVE-2026-92680,MEDIUM,6.8,Received,CWE-522,5,"Araxis Merge for Windows version 2011.4074 through 2026.0 stores user-configured credentials for remote servers in the Windows registry and does not apply sufficient cryptographic protection. An authenticated, non-administrative attacker could retrieve and unencrypt all credentials the target user…"
2026-09-24T16:17:14.523Z,CVE-2026-93205,,,Received,,4,"In the Linux kernel, the following vulnerability has been resolved: iommu/arm-smmu-v3: Manage teardown with devm arm_smmu_device_remove() manually frees the IOPF queue, destroys the vmid_map and disables the device, while the IRQs and queues are devm managed. devm unwinds only after remove() return…"
2026-09-24T16:17:14.67Z,CVE-2026-93206,,,Received,,8,"In the Linux kernel, the following vulnerability has been resolved: PCI/proc: Use file_ns_capable() when checking config space read access proc_bus_pci_read() decides how much of the config space is readable based on capable(CAP_SYS_ADMIN), which checks the credentials of the task calling read(), n…"
2026-09-24T16:17:15.357Z,CVE-2026-93207,,,Received,,5,"In the Linux kernel, the following vulnerability has been resolved: SUNRPC: Zero rpc_gss_wire_cred at svcauth_gss_decode_credbody() entry svcauth_gss_decode_credbody() writes the caller's rpc_gss_wire_cred field by field and assigns gc_ctx.len only on the success tail. The caller storage is svcdata…"
2026-09-24T16:17:15.497Z,CVE-2026-93208,,,Received,,5,"In the Linux kernel, the following vulnerability has been resolved: kasan: fix cache shrink race with CPU hotplug kasan_quarantine_remove_cache() first invokes per_cpu_remove_cache() on all online CPUs. Each callback moves objects belonging to the cache from cpu_quarantine to the CPU's shrink_qlist…"
2026-09-24T16:17:15.71Z,CVE-2026-93209,,,Received,,6,"In the Linux kernel, the following vulnerability has been resolved: Bluetooth: hci_core: use skb_get() instead of skb_clone() for req_skb BT enable fails intermittently with -ETIMEDOUT (-110). The kernel log shows the HCI Read Local Version command was sent and the firmware replied with status 0x00…"
2026-09-24T16:17:15.877Z,CVE-2026-93210,,,Received,,6,"In the Linux kernel, the following vulnerability has been resolved: smb: client: harden DFS cache against invalid target hints Currently, get_tgt_name() returns ERR_PTR(-ENOENT) when ce->tgthint is NULL, and dfs_cache_noreq_update_tgthint() assumes ce->tgthint is always valid. In preparation for cl…"
2026-09-24T16:17:16.007Z,CVE-2026-93211,,,Received,,4,"In the Linux kernel, the following vulnerability has been resolved: nfsd: initialize DRC hash table before registering shrinker shrinker_register() precedes the INIT_LIST_HEAD loop and the drc_hashsize store. On weakly-ordered architectures (arm64, ppc), a shrinker scan can observe drc_hashsize bef…"
