published_at,cve,severity,score,status,cwe,references,description
2026-09-25T11:17:01.203Z,CVE-2026-27867,MEDIUM,4.8,Received,CWE-79,5,"An attacker with access via network to the Regesta Smart HD-PLC of the provider Teldat (in this case, registration action is required) who has the vulnerable firmware version could inject a specific payload via the parameter ""cmdcookie"" withing the /upgrade/index.html resulting in to a Cross-Site S…"
2026-09-25T11:17:02.163Z,CVE-2026-97228,LOW,2.7,Received,CWE-943,1,"Rapid7 Bulk Export MCP versions 0.2.5 through 0.6.1 suffer from a GraphQL query injection issue in the export-status component (`get_export_status` in `src/export_manager.py`), whereby the `export_id` value — an unvalidated MCP tool argument reaching the function via the `check_rapid7_export_status…"
2026-09-25T11:17:02.297Z,CVE-2026-97522,,,Received,,4,"In the Linux kernel, the following vulnerability has been resolved: mptcp: fix bad accounting in __mptcp_subflow_push_pending() If __subflow_push_pending() errors out we should avoid updating the copied byte counters, to avoid mismatch push call later on."
2026-09-25T11:17:02.407Z,CVE-2026-97523,,,Received,,4,"In the Linux kernel, the following vulnerability has been resolved: mptcp: close race between scheduler and state change The mptcp scheduler may race with subflow sockets state change: data transmission on the selected socket may fail and a later release could try to use mss_now reset to 0 for a di…"
2026-09-25T11:17:02.52Z,CVE-2026-97524,,,Received,,4,"In the Linux kernel, the following vulnerability has been resolved: mptcp: avoid unneeded actions on subflow reset Once in a blue moon, the mptcp receive path can recursively call mptcp_data_ready() via state change under unlucky error conditions, and then try to hold the data lock again. Break the…"
2026-09-25T11:17:02.647Z,CVE-2026-97525,,,Received,,3,"In the Linux kernel, the following vulnerability has been resolved: x86/mm/pat: Allocate split page tables as kernel page tables A PTE is allocated directly without going through the standard page table allocation routines (such as pte_alloc_one_kernel()) when the CPA code splits a large page (__sp…"
2026-09-25T11:17:02.767Z,CVE-2026-97526,,,Received,,2,"In the Linux kernel, the following vulnerability has been resolved: s390/pai: Support CPU hotplug for PMU PAI The command 'perf stat -e pai_crypto/CRYPTO_ALL/ -- <command>' crashes the kernel when CPUs are hotplug added during that run. Root cause is the missing allocation of per-CPU data structure…"
2026-09-25T11:17:02.873Z,CVE-2026-97527,,,Received,,3,"In the Linux kernel, the following vulnerability has been resolved: scsi: qla2xxx: Serialize NVMe unsol ctx list with a per-fcport lock The fcport->unsol_ctx_head list is modified from several contexts without a common lock. Entries are added in qla2xxx_process_purls_iocb() from the response queue…"
2026-09-25T11:17:02.98Z,CVE-2026-97528,,,Received,,3,"In the Linux kernel, the following vulnerability has been resolved: scsi: qla2xxx: Unlink NVMe unsol ctx before freeing on LS reject error qla_nvme_xmt_ls_rsp() obtains uctx, which was linked into fcport->unsol_ctx_head by qla2xxx_process_purls_iocb() and is still linked when the NVMe transport cal…"
2026-09-25T11:17:03.087Z,CVE-2026-97529,,,Received,,3,"In the Linux kernel, the following vulnerability has been resolved: scsi: qla2xxx: Validate BSG request_len before reading vendor_cmd[] The FC BSG transport allocates job->request via memdup_user() using the exact user-supplied request_len. For FC_BSG_HST_VENDOR, fc_bsg_host_dispatch() only guarant…"
2026-09-25T11:17:03.2Z,CVE-2026-97530,,,Received,,3,"In the Linux kernel, the following vulnerability has been resolved: scsi: qla2xxx: Fix soft lockup polling continuation IOCB signature qla27xx_copy_multiple_pkt() and qla27xx_copy_fpin_pkt() poll rsp_q->ring_ptr->signature for RESPONSE_PROCESSED (0xDEADDEAD) to decide whether the next continuation…"
2026-09-25T11:17:03.307Z,CVE-2026-97531,,,Received,,3,"In the Linux kernel, the following vulnerability has been resolved: scsi: qla2xxx: Skip vport under deletion in report ID acquisition qla24xx_report_id_acquisition() format-1 handling walks ha->vp_list under vport_slock, takes a vref_count on the matching vport and calls qla_update_host_map() to re…"
