published_at,cve,severity,score,status,cwe,references,description
2026-09-26T03:16:57.563Z,CVE-2026-100525,MEDIUM,5.3,Received,CWE-862,2,"The OpenClaw Prometheus diagnostics plugin (@openclaw/diagnostics-prometheus) before version 2026.9.3 does not enforce the operator.read scope on its authenticated metrics endpoint. In deployments using an identity-bearing Gateway authentication mode such as trusted-proxy, a caller whose effective…"
2026-09-26T03:16:57.75Z,CVE-2026-100526,MEDIUM,6.0,Received,CWE-862,2,OpenClaw's Discord integration (npm package @openclaw/discord) before version 2026.9.3 could lose the sender-scoped media policy in the emoji and sticker upload actions before loading a local file. A sender permitted to invoke those actions could cause OpenClaw to read a host path that the same sen…
2026-09-26T03:16:57.91Z,CVE-2026-100527,MEDIUM,6.9,Received,CWE-400,2,"OpenClaw before 2026.8.2 contains a denial of service vulnerability in the Browser extension relay that allows unauthenticated network sources to exhaust pending-authentication capacity. Attackers can hold every pending slot by maintaining silent WebSocket upgrades, preventing paired extensions fro…"
2026-09-26T03:16:58.057Z,CVE-2026-100528,MEDIUM,5.9,Received,CWE-200,2,"OpenClaw (npm package 'openclaw') before 2026.8.1 could send third-party provider credentials to the wrong endpoint. In affected versions, when a third-party provider uses an OpenAI-compatible API and the resolved model metadata lacks a concrete base URL, a pinned session that continues after a mod…"
2026-09-26T03:16:58.217Z,CVE-2026-100529,HIGH,7.4,Received,CWE-863,2,OpenClaw versions before 2026.8.1 contain an authorization scope widening vulnerability in file-transfer allow-always approvals that allows attackers to reuse standing grants for unreviewed paths. Attackers can exploit glob metacharacter interpretation and node display name reuse to access sibling…
2026-09-26T03:16:58.367Z,CVE-2026-100530,HIGH,8.5,Received,CWE-863,2,"OpenClaw versions before 2026.8.1 fail to bind working directory context to reusable exec approvals, allowing approved commands to execute in different directories. Attackers with an allow-always approval can reuse it to run the same command against unreviewed files or repositories with materially…"
2026-09-26T03:16:58.513Z,CVE-2026-100531,HIGH,7.1,Received,CWE-639,2,"The @openclaw/slack npm package before 2026.8.1 contains an authorization flaw in its Slack download-file handler: when a file lacks the share metadata used to prove it belongs to the requested conversation, the conversation-authorization check fails open. An authenticated caller restricted to a si…"
2026-09-26T03:16:58.66Z,CVE-2026-100532,HIGH,7.2,Received,CWE-862,2,"@openclaw/whatsapp (npm) before 2026.8.1 exposes the WhatsApp login tool through the generic channel-tool path without preserving the originating sender's owner status, so the owner-only tool boundary is not enforced. An admitted non-owner sender able to steer the tool can request a forced login an…"
2026-09-26T03:16:58.813Z,CVE-2026-100533,MEDIUM,6.0,Received,CWE-22,2,OpenClaw versions before 2026.8.1 contain a path traversal vulnerability in the tools.fs.workspaceOnly feature where Unicode filename fallback can normalize validated parent directory components. Admitted requesters can exploit canonically equivalent sibling directories to read files outside the co…
2026-09-26T03:16:58.957Z,CVE-2026-100534,LOW,2.3,Received,CWE-639,2,OpenClaw versions before 2026.8.1 contain an authorization bypass vulnerability in webhook TaskFlow cancellation that allows attackers to cancel unrelated sessions. An attacker with a webhook route secret can supply an arbitrary child session key to cancel ACP or subagent work outside the route's c…
2026-09-26T03:16:59.103Z,CVE-2026-100535,HIGH,7.7,Received,CWE-863,2,"OpenClaw (npm package 'openclaw') versions >= 2026.4.5 and < 2026.8.1 can lose the originating requester's restrictions and untrusted provenance when session-derived text is persisted to session memory. In deployments where session-memory capture and dreaming are enabled, a restricted external send…"
2026-09-26T03:16:59.247Z,CVE-2026-100536,HIGH,7.1,Received,CWE-22,2,"OpenClaw versions before 2026.8.1 fail to validate all source fields in structured message attachments, allowing attackers to hide unvalidated host paths behind allowed attachment sources. Attackers can exploit this by providing multiple source fields to bypass sandbox path validation and cause Tel…"
2026-09-26T03:16:59.39Z,CVE-2026-100537,LOW,2.3,Received,CWE-862,2,"OpenClaw (npm package 'openclaw') before 2026.8.1 fails to apply the originating requester's effective tool policy during Active Memory automatic recall. In deployments that use Active Memory together with requester-specific tool rules, deterministic and hidden recall paths can retrieve durable mem…"
2026-09-26T03:16:59.537Z,CVE-2026-100538,HIGH,7.1,Received,CWE-863,2,OpenClaw (npm package 'openclaw') before 2026.8.1 does not apply the originating sender's global or per-agent toolsBySender policy when handling outbound attachments. A sender that has been explicitly denied filesystem read tools can still cause a known local file to be read and returned via a fina…
2026-09-26T03:16:59.68Z,CVE-2026-100539,LOW,2.1,Received,CWE-863,2,OpenClaw (npm package 'openclaw') before 2026.8.1 fails to revoke memory tool access when an operator hot-disables memory configuration. Existing memory_search and memory_get tool instances retain the enabled configuration captured at creation time because the execution-time resolver treats explici…
2026-09-26T03:16:59.833Z,CVE-2026-100540,HIGH,7.6,Received,CWE-863,2,OpenClaw Feishu before 2026.8.1 fails to validate whether a configured default account is disabled before selecting it for model tool operations. Attackers can exploit multi-account setups where a disabled default account retains credentials to read or modify Feishu resources through a revoked iden…
2026-09-26T03:16:59.987Z,CVE-2026-100541,HIGH,7.7,Received,CWE-178,2,"OpenClaw's Matrix integration (npm package @openclaw/matrix) versions >= 2026.2.2 and < 2026.8.1 lowercase complete Matrix user IDs — including historical localparts and the case-sensitive server-name portion — when deriving the OpenClaw authorization identity. As a result, distinct authenticated M…"
2026-09-26T03:17:00.14Z,CVE-2026-100542,LOW,2.3,Received,CWE-400,2,OpenClaw (npm package 'openclaw') versions >= 2026.5.28 and < 2026.8.1 mishandle archive listings in the tar.bz2 skill installer: bounded command-output suffixes were treated as complete listings of the archive. A crafted .tar.bz2/.tbz2 skill archive can push prohibited entries out of both retained…
2026-09-26T03:17:00.287Z,CVE-2026-100543,HIGH,7.7,Received,CWE-200,2,"OpenClaw (npm package openclaw) before 2026.8.1 could include deterministic hashes computed over the original, unredacted configuration in redacted configuration responses. When the Gateway password had low entropy and the remaining configuration values were reconstructable, these hashes acted as o…"
2026-09-26T03:17:00.44Z,CVE-2026-100544,HIGH,8.7,Received,CWE-862,2,"openclaw's @openclaw/voice-call package before 2026.8.1 launches the configured agent for classic inbound voice calls without propagating the caller's identity or non-owner status. As a result, owner-only tool filtering can fail open and expose the agent's normal tool authority to a remote caller.…"
2026-09-26T03:17:00.59Z,CVE-2026-100545,MEDIUM,6.0,Received,CWE-863,2,"OpenClaw (npm package `openclaw`) before 2026.8.1 incorrectly enforces sender tool policies during session-memory filename generation. In affected versions, filename generation created an embedded helper that retained tools which the originating sender's policy had removed. When session-memory file…"
2026-09-26T03:17:00.737Z,CVE-2026-100546,MEDIUM,6.1,Received,CWE-362,2,"OpenClaw (npm package `openclaw`) versions >= 2026.7.2 and < 2026.9.2 contain a race condition in the Discord realtime voice transcript path. Concurrent control-classified voice transcripts could consume speaker context belonging to another participant after an asynchronous control check, causing a…"
2026-09-26T03:17:00.89Z,CVE-2026-100547,MEDIUM,6.8,Received,CWE-180,2,"OpenClaw is a coding agent distributed as the npm package `openclaw`. In affected versions (2026.7.1 through 2026.7.2), alternate but valid `file:` URL spellings supplied over the Agent Client Protocol (ACP) were treated as relative paths and were incorrectly classified as reads scoped to the sessi…"
2026-09-26T03:17:01.04Z,CVE-2026-100548,MEDIUM,6.0,Received,CWE-200,2,"OpenClaw (npm package 'openclaw') versions >= 2026.3.28 and < 2026.8.1 contain a credential exposure issue in memory embedding failover. When remote embedding fallback is configured and the primary embedding provider fails, the request can be sent to a different fallback provider while still reusin…"
2026-09-26T03:17:01.187Z,CVE-2026-100549,MEDIUM,5.3,Received,CWE-22,2,"OpenClaw versions before 2026.8.1 contain a path traversal vulnerability in QQBot voice attachment handling where filenames are decoded twice, allowing encoded traversal segments to reappear after sanitization. Attackers can supply crafted voice attachments that write files outside the intended sta…"
2026-09-26T03:17:01.333Z,CVE-2026-100550,MEDIUM,5.3,Received,CWE-863,2,"OpenClaw (npm package 'openclaw') before 2026.8.1 contains an access-control bypass in the Microsoft Teams integration. When groupPolicy is set to allowlist, a missing or unsupported configured access group produces a denied group-resolution result that is not rejected by the final message-admissio…"
2026-09-26T03:17:01.487Z,CVE-2026-100551,CRITICAL,9.0,Received,CWE-295,2,"OpenClaw for iOS versions >= 2026.7.1 and < 2026.8.11 do not enforce saved Gateway TLS pins in the Control UI. While native connections enforced the saved Gateway fingerprint, the authenticated Terminal and session Dashboard WebViews omitted it. If a user had accepted a Gateway fingerprint, an atta…"
2026-09-26T03:17:01.64Z,CVE-2026-100552,HIGH,8.7,Received,CWE-863,2,"OpenClaw (npm package 'openclaw') before 2026.8.1 does not correctly enforce per-chat tool policies for Codex app-server runtime tools. A conversation-level tools.allow rule filtered OpenClaw tools but did not restrict the shell, process, file, and patch tools owned by the Codex runtime. When a low…"
2026-09-26T03:17:01.79Z,CVE-2026-100553,MEDIUM,5.3,Received,CWE-863,2,"OpenClaw versions >= 2026.6.9 and < 2026.8.1 do not declare the native chatId parameter as a delivery target in the Feishu unpin feature, so unpin requests can bypass the shared same-provider cross-context target check. When tools.message.crossContext.allowWithinProvider is disabled, an admitted (a…"
2026-09-26T03:17:01.933Z,CVE-2026-100554,LOW,2.3,Received,CWE-613,2,"OpenClaw (npm package 'openclaw') versions >= 2026.5.12 and < 2026.8.1 do not immediately invalidate Canvas HTTP authorization when a paired node is revoked. Node revocation invalidates the WebSocket client, but Canvas HTTP authorization continues to accept and renew the previously granted capabili…"
