published_at,cve,severity,score,status,cwe,references,description
2026-09-26T14:16:39.42Z,CVE-2026-100600,MEDIUM,6.9,Received,CWE-770,3,"ClawHub (the openclaw/clawhub application/backend) does not bind anonymous HTTP API requests to a trusted caller identity, so all direct anonymous API requests share a single default quota allowance. A remote, unauthenticated caller can drain that shared allowance and thereby deny or degrade API ac…"
2026-09-26T14:16:40.04Z,CVE-2026-100601,MEDIUM,6.9,Received,CWE-918,3,"ClawHub (openclaw/clawhub) application/backend contains a server-side request forgery vulnerability in the public profile preview's image fetching. The preview accepts a user-supplied image URL and checks the textual hostname against private-address patterns, but does not validate or pin the resolv…"
2026-09-26T14:16:40.187Z,CVE-2026-100602,HIGH,7.1,Received,CWE-862,3,ClawHub (openclaw/clawhub application/backend) contains a missing authorization check in the changelog preview feature. A signed-in caller can invoke the public skills:generateChangelogPreview action for a skill they are not authorized to access; the previous version is read without the file-read a…
2026-09-26T14:16:40.33Z,CVE-2026-100603,HIGH,8.7,Received,CWE-799,3,ClawHub (openclaw/clawhub) application/backend contains a flaw in the skill report moderation flow: four distinct ordinary authenticated accounts can report a visible skill and trigger automatic hiding (moderationStatus: hidden) of that skill from the catalog without any moderator decision. Because…
2026-09-26T14:16:40.473Z,CVE-2026-100604,MEDIUM,5.3,Received,CWE-863,3,"ClawHub (openclaw/clawhub) contains an incorrect authorization vulnerability in the ClawHub application/backend: an organization-owned skill retains the ownerUserId of its original publisher, and transfer and lifecycle authorization checks trust that historical user before requiring current organiz…"
2026-09-26T14:16:40.62Z,CVE-2026-100605,HIGH,7.5,Deferred,CWE-862,2,Flowise through 3.1.4 contains missing route-level RBAC checks on chat message endpoints that allow low-privileged API keys to read and delete chat history. Attackers with valid but low-privileged API keys can access GET and DELETE chat message routes without required flow permissions to read chat…
2026-09-26T14:16:40.82Z,CVE-2026-100606,CRITICAL,9.2,Deferred,CWE-287,2,"Flowise through 3.1.4 (Enterprise/platform mode with SSO enabled) contains an authentication bypass in the SSO login path. When an SSO callback arrives with an email matching a user whose status is INVITED, verifyAndLogin (SSOBase.ts:80-94) copies the user record from the database — including the s…"
2026-09-26T14:16:40.983Z,CVE-2026-100607,CRITICAL,9.2,Deferred,CWE-287,2,"Flowise through 3.1.4 resolves SSO and local-password users solely by email without storing provider or subject identifier bindings, allowing attackers to authenticate as any existing user by claiming their email at any configured SSO provider. Attackers can gain complete account access including c…"
2026-09-26T14:16:41.14Z,CVE-2026-100608,HIGH,8.7,Deferred,CWE-862,2,"Flowise through 3.1.4 does not enforce authorization on the BullMQ admin dashboard. When the server runs in queue mode with the dashboard enabled and not in cloud mode (MODE=queue, ENABLE_BULLMQ_DASHBOARD=true, and !isCloud()), the /admin/queues mount is protected only by the verifyTokenForBullMQDa…"
2026-09-26T14:16:41.297Z,CVE-2026-100609,HIGH,7.6,Deferred,CWE-639,2,Flowise (npm packages `flowise` and `flowise-components`) through 3.1.4 looks up credentials by ID without filtering on the requesting user's workspace (findOneBy({ id: credentialId }) with no workspaceId condition) in several code paths: getAllOpenaiAssistants/getSingleOpenaiAssistant (GET /api/v1…
