published_at,cve,severity,score,status,cwe,references,description
2026-09-26T21:16:55.41Z,CVE-2026-72662,MEDIUM,6.3,Received,CWE-639,1,"Authorization Bypass Through User-Controlled Key (CWE-639) in Kibana can lead to unauthorized disclosure, modification, and deletion of data via Accessing Functionality Not Properly Constrained by ACLs (CAPEC-1). An authenticated user granted the Timeline feature privilege in a Kibana space could e…"
2026-09-26T21:16:55.54Z,CVE-2026-72668,HIGH,7.3,Received,CWE-441,1,Unintended Proxy or Intermediary ('Confused Deputy') (CWE-441) in Kibana Agent Builder can lead to privilege escalation. A non-administrative user able to edit a shared agent could cause privileged operations to be carried out under the identity of a higher-privileged user who subsequently interact…
2026-09-26T21:16:55.663Z,CVE-2026-78582,MEDIUM,6.5,Received,CWE-862,1,Missing Authorization (CWE-862) in Kibana can lead to unauthorized deletion of data via Exploiting Incorrectly Configured Access Control Security Levels (CAPEC-180). An authenticated user holding Synthetics privileges scoped to a single Kibana space could permanently delete Synthetics monitors that…
2026-09-26T21:16:55.783Z,CVE-2026-82294,MEDIUM,6.5,Received,CWE-400,1,Uncontrolled Resource Consumption (CWE-400) in Elasticsearch can lead to denial of service via Excessive Allocation (CAPEC-130).
2026-09-26T21:16:55.907Z,CVE-2026-82300,MEDIUM,6.5,Received,CWE-400,1,Uncontrolled Resource Consumption (CWE-400) in Elasticsearch can lead to denial of service via Excessive Allocation (CAPEC-130).
2026-09-26T21:16:56.027Z,CVE-2026-94396,MEDIUM,6.5,Received,CWE-400,1,Uncontrolled Resource Consumption (CWE-400) in Elasticsearch can lead denial of service via Excessive Allocation (CAPEC-130)
2026-09-26T21:16:56.143Z,CVE-2026-94397,MEDIUM,6.5,Received,CWE-400,1,Uncontrolled Resource Consumption (CWE-400) in Elasticsearch can lead denial of service via Excessive Allocation (CAPEC-130)
2026-09-26T21:16:56.277Z,CVE-2026-94398,MEDIUM,6.5,Received,CWE-400,1,Uncontrolled Resource Consumption (CWE-400) in Elasticsearch can lead denial of service via Excessive Allocation (CAPEC-130)
2026-09-26T21:16:56.393Z,CVE-2026-94399,MEDIUM,6.5,Received,CWE-400,1,Uncontrolled Resource Consumption (CWE-400) in Elasticsearch can lead denial of service via Excessive Allocation (CAPEC-130)
2026-09-26T21:16:56.513Z,CVE-2026-94400,MEDIUM,6.5,Received,CWE-400,1,Uncontrolled Resource Consumption (CWE-400) in Kibana can lead denial of service via Excessive Allocation (CAPEC-130)
2026-09-26T21:16:56.63Z,CVE-2026-94408,MEDIUM,4.9,Received,CWE-400,1,Uncontrolled Resource Consumption (CWE-400) in Elasticsearch can lead denial of service via Excessive Allocation (CAPEC-130)
