published_at,cve,severity,score,status,cwe,references,description
2026-09-25T14:17:13.4Z,CVE-2026-100070,,,Received,,8,"In the Linux kernel, the following vulnerability has been resolved: netfilter: nf_nat_sip: rewind offset when NAT shrinks the packet sashiko says: If map_addr() changes the packet length, such as when the public NAT IP string is shorter or longer than the internal IP, coff will still point to the o…"
2026-09-25T14:17:13.567Z,CVE-2026-100071,,,Received,,6,"In the Linux kernel, the following vulnerability has been resolved: net: hsr: free learned nodes on device setup failure hsr_dev_finalize() can fail after a lower-device RX handler has already been registered (slave A is added before the failable slave B and interlink adds). RX handlers run in soft…"
2026-09-25T14:17:13.7Z,CVE-2026-100072,,,Received,,2,"In the Linux kernel, the following vulnerability has been resolved: ACPI: platform: Use acpi_bus_get_primary_device() The acpi_get_first_physical_node() usage in acpi_platform_fill_resource() and acpi_create_platform_device() is generally unsafe because in theory the device returned by it may be fr…"
2026-09-25T14:17:13.81Z,CVE-2026-100073,,,Received,,2,"In the Linux kernel, the following vulnerability has been resolved: ext4: fix transaction overflow during writeback Commit 95ad8ee45cdb (""ext4: correct the reserved credits for extent conversion"") was correct to note that we need to reserve enough credits for all extents possibly underlying a large…"
2026-09-25T14:17:13.973Z,CVE-2026-100074,,,Received,,3,"In the Linux kernel, the following vulnerability has been resolved: bpf: Mark bpf_refcount field as unique BPF_REFCOUNT is not marked as a unique field, while it should be. Fix this oversight."
2026-09-25T14:17:14.163Z,CVE-2026-100075,,,Received,,8,"In the Linux kernel, the following vulnerability has been resolved: RDMA/srpt: Fix srpt_alloc_rw_ctxs() unwind counters When srpt_alloc_rw_ctxs() fails partway through a multi-buffer indirect descriptor, the unwind path destroys RDMA contexts but leaves stale n_rw_ctx and n_rdma values (and a dangl…"
2026-09-25T14:17:14.44Z,CVE-2026-100076,,,Received,,3,"In the Linux kernel, the following vulnerability has been resolved: staging: rtl8723bs: fix xmit_frame/xmit_buf leaks on mgnt-frame error paths issue_beacon(), issue_probersp() and issue_asocrsp() obtain a management xmit_frame together with its xmit_buf from the driver's fixed-size management-TX p…"
2026-09-25T14:17:14.593Z,CVE-2026-100077,,,Received,,3,"In the Linux kernel, the following vulnerability has been resolved: drm/msm: Recover HW before retire hung submit During recovery, it is not safe to retire the hung submit before we recover the GPU. Retiring the submit triggers BO free and that can result in GPU pagefaults since the GPU may be acti…"
2026-09-25T14:17:14.74Z,CVE-2026-100078,,,Received,,6,"In the Linux kernel, the following vulnerability has been resolved: wifi: iwlwifi: mei: pass correct argument to function The first argument to iwl_mei_write_cyclic_buf() should be the cldev but the q_head pointer is passed instead. Fix it."
2026-09-25T14:17:15.353Z,CVE-2026-100172,HIGH,8.5,Received,CWE-79,1,"The AIL Framework (ail-project/ail-framework) contains a stored cross-site scripting (XSS) vulnerability in two Jinja2 templates that render popovers for matched, tracked, or tagged content: var/www/templates/chats_explorer/block_message.html and var/www/templates/objects/item/show_item.html. In bo…"
2026-09-25T14:17:15Z,CVE-2026-100079,,,Received,,5,"In the Linux kernel, the following vulnerability has been resolved: usb: typec: ucsi: unregister debugfs entries on teardown ucsi_register() creates per-instance debugfs entries, but ucsi_unregister() keeps them around until ucsi_destroy(). Drivers like ucsi_glink that unregister/register the same…"
