published_at,cve,severity,score,status,cwe,references,description
2026-09-26T07:17:00.57Z,CVE-2026-11871,,,Received,,1,"The Team Members WordPress plugin through 9.2 does not perform any authorization or visibility check in an unauthenticated AJAX action that returns full team member records by ID, allowing unauthenticated attackers to enumerate and disclose details, including email addresses and phone numbers, of t…"
2026-09-26T07:17:01.847Z,CVE-2026-16591,,,Deferred,,1,"The WP Directory Kit WordPress plugin before 1.5.8 does not sanitize and escape some of its category and location fields before outputting them in page attributes, allowing users with a WP Directory Kit WordPress plugin before 1.5.8-specific listing-management role (and without the unfiltered_html…"
2026-09-26T07:17:02.017Z,CVE-2026-18143,CRITICAL,9.8,Received,CWE-434,2,"The Request a Quote for WooCommerce plugin for WordPress is vulnerable to Arbitrary File Upload in all versions up to, and including, 2.9.2 via the `afrfq_submit_quote_via_popup()` function. This is due to missing file extension and MIME type validation in the popup upload handler, which uses the r…"
2026-09-26T07:17:02.397Z,CVE-2026-19708,,,Received,,1,"The File Manager WordPress plugin before 8.0.5 does not prevent unauthenticated users from downloading its database backup archives, and in some cases writes them under a fixed filename, allowing unauthenticated attackers to retrieve a full database dump including every user's email address and pas…"
2026-09-26T07:17:02.52Z,CVE-2026-84095,,,Received,,1,"The wp-review-slider-pro WordPress plugin before 12.7.12 does not perform a capability check on one of its AJAX handlers, and the nonce protecting it is generated for every visitor, allowing any authenticated user, such as a subscriber, to store arbitrary review content which is later output withou…"
2026-09-26T07:17:02.623Z,CVE-2026-84096,,,Received,,1,"The wp-review-slider-pro WordPress plugin before 12.7.12 does not perform a capability check on the AJAX handler that saves its review submission forms, and the nonce protecting it is generated for every visitor, allowing any authenticated user, such as a subscriber, to overwrite a live form with f…"
2026-09-26T07:17:02.723Z,CVE-2026-84097,,,Received,,1,"The wp-review-slider-pro WordPress plugin before 12.7.12 does not sanitize a value stored through one of its AJAX handlers, which lacks a capability check, before using it in a SQL statement, allowing any authenticated user, such as a subscriber, to perform SQL injection attacks whose results are t…"
2026-09-26T07:17:02.823Z,CVE-2026-85081,,,Received,,1,"The File Manager WordPress plugin before 8.0.5, FileOrganizer WordPress plugin before 1.2.1, File Manager Pro WordPress plugin before 2.1.3 do not correctly validate the origin of window messages received by the file browser they load on their admin screens, accepting any origin that is a leading s…"
2026-09-26T07:17:02.923Z,CVE-2026-89237,,,Received,,1,"The Bluff Post WordPress plugin through 1.1.1 does not sanitise and escape parameters before using them as identifiers in a SQL query, allowing unauthenticated attackers to append additional SQL and extract sensitive information from the database."
2026-09-26T07:17:03.023Z,CVE-2026-92411,,,Received,,1,"The WP Delicious WordPress plugin before 1.10.8 does not validate or escape the HTML tag name taken from user-supplied recipe block data before rendering it on the front end, allowing users with the Contributor role and above to inject arbitrary HTML tags, including script tags, which execute when…"
2026-09-26T07:17:03.13Z,CVE-2026-96524,,,Received,,1,"The MCP Server for WordPress WordPress plugin before 1.8.2 does not correctly verify the WordPress REST API nonce for cookie-authenticated requests when a condition an attacker can influence is present, allowing unauthenticated attackers to perform administrator-only actions, including creating a n…"
2026-09-26T07:17:03.233Z,CVE-2026-96525,,,Received,,1,"The MCP Server for WordPress WordPress plugin before 1.8.2 does not perform an ownership or sufficient capability check on its workflow create, update and delete REST routes, allowing users with the Contributor role to modify, delete and create site-wide workflow configuration, including workflows…"
2026-09-26T07:17:03.333Z,CVE-2026-96526,,,Received,,1,"The MCP Server for WordPress WordPress plugin before 1.8.2 does not perform an object-level authorization check on one of its workflow REST routes, allowing users with the Contributor role to disclose the title and publication status of any post, page or custom post type, including other users' pri…"
2026-09-26T07:17:03.43Z,CVE-2026-96531,,,Received,,1,"The Optimole WordPress plugin before 4.2.13 does not escape unrecognized attributes of its video-player block before rendering them onto the block's wrapper element, allowing users with the Author role and above to store an event-handler attribute that executes scripts in the browser of any user, s…"
2026-09-26T07:17:03.527Z,CVE-2026-96532,,,Received,,1,"The Testimonials Widget WordPress plugin through 4.0.4 does not perform a capability or ownership check when handling its front-end testimonial submission form, allowing unauthenticated users to modify or create arbitrary posts, including overwriting the title, content and author of any existing po…"
2026-09-26T07:17:03.63Z,CVE-2026-96533,,,Received,,1,"The Testimonials Widget WordPress plugin through 4.0.4 does not validate a user-supplied URL before fetching it server-side and storing the response as a public file, allowing unauthenticated users to make the server issue requests to internal services and read the responses."
