published_at,cve,severity,score,status,cwe,references,description
2026-09-25T09:17:05.21Z,CVE-2026-6082,MEDIUM,5.1,Received,CWE-79,1,Stored Cross-Site Scripting (XSS) vulnerability in StockAgile API and management panel. The vulnerability is present on the server side in REST endpoint '/inventory/configuration/payment-methods' that allow the injection and persistence of malicious JavaScript code through parameters such as ‘code’…
2026-09-25T09:17:05.363Z,CVE-2026-6083,MEDIUM,5.1,Received,CWE-79,1,"Stored Cross-Site Scripting (XSS) vulnerability in StockAgile API and management panel. The vulnerability is present on the server side in REST endpoint ' /inventory/configuration/pricing-tiers' that allow the injection and persistence of malicious JavaScript code through parameters such as ‘code’,…"
2026-09-25T09:17:05.487Z,CVE-2026-6084,MEDIUM,5.1,Received,CWE-79,1,"Stored Cross-Site Scripting (XSS) vulnerability in StockAgile API and management panel. The vulnerability is present on the server side in REST endpoint '/inventory/configuration/variants' that allow the injection and persistence of malicious JavaScript code through parameters such as ‘code’, ‘name…"
2026-09-25T09:17:05.61Z,CVE-2026-6085,MEDIUM,5.1,Received,CWE-79,1,Stored Cross-Site Scripting (XSS) vulnerability in StockAgile API and management panel. The vulnerability is present on the server side in REST endpoint '/inventory/configuration/serial-number-types' that allow the injection and persistence of malicious JavaScript code through parameters such as ‘c…
2026-09-25T09:17:05.733Z,CVE-2026-6086,MEDIUM,5.1,Received,CWE-79,1,Stored Cross-Site Scripting (XSS) vulnerability in StockAgile API and management panel. The vulnerability is present on the server side in REST endpoint '/inventory/configuration/serial-number-types' that allow the injection and persistence of malicious JavaScript code through parameters such as ‘c…
2026-09-25T09:17:05.853Z,CVE-2026-6087,MEDIUM,5.1,Received,CWE-79,1,"Stored Cross-Site Scripting (XSS) vulnerability in StockAgile API and management panel. The vulnerability is present on the server side in REST endpoint '/inventory/configuration/categories' that allow the injection and persistence of malicious JavaScript code through parameters such as ‘code’, ‘na…"
2026-09-25T09:17:05.973Z,CVE-2026-6088,MEDIUM,5.1,Received,CWE-79,1,"Stored Cross-Site Scripting (XSS) vulnerability in StockAgile API and management panel. The vulnerability is present on the server side in REST endpoint '/inventory/configuration/categories' that allow the injection and persistence of malicious JavaScript code through parameters such as ‘code’, ‘na…"
2026-09-25T09:17:06.093Z,CVE-2026-80514,MEDIUM,5.3,Received,,1,"The wpForo Forum WordPress plugin from 3.0.0 before 3.1.6 does not verify the source of client-supplied IP address headers before using them to key its per-visitor rate limit on paid AI requests, allowing unauthenticated attackers to bypass the limit by spoofing the header and exhaust the site owne…"
2026-09-25T09:17:06.21Z,CVE-2026-86837,MEDIUM,5.3,Received,,1,"The Bookly WordPress plugin before 28.3 does not properly verify a customer's identity before updating their stored details, allowing unauthenticated attackers who know a customer's primary identifier to overwrite that customer's stored personal information such as name, email and address."
2026-09-25T09:17:06.323Z,CVE-2026-88848,MEDIUM,4.2,Received,,1,"The MasterStudy LMS WordPress plugin from 1.9 before 3.7.50 does not verify that a course a member asks to enrol in is covered by their membership plan, nor that the plan identifier submitted with the request is one they actually hold, allowing any member to enrol themselves into restricted paid co…"
2026-09-25T09:17:06.447Z,CVE-2026-92550,,,Received,CWE-789,1,"A pre-authentication attacker could leverage type size/count handling to cause excessive allocation leading to potential denial of service. This issue affects Apache Qpid Broker-J: through 10.1.0. Users are recommended to upgrade to version 10.1.1, which fixes the issue."
2026-09-25T09:17:06.587Z,CVE-2026-92560,,,Received,CWE-770,1,"A pre-authentication attacker could leverage type size/count handling to cause excessive allocation leading to potential denial of service. This issue affects Apache Qpid Broker-J: through 10.1.0. Users are recommended to upgrade to version 10.1.1, which fixes the issue."
2026-09-25T09:17:06.717Z,CVE-2026-92564,,,Received,CWE-674,2,"A pre-authentication attacker could leverage type nesting to cause a StackOverflowError potentially leading to denial of service. This issue affects Apache Qpid Broker-J: through 10.1.0. Users are recommended to upgrade to version 10.1.1, which fixes the issue."
2026-09-25T09:17:06.837Z,CVE-2026-92573,,,Received,CWE-409,2,"Improper handling of compressed data in the shared GZIP decompressor used for AMQP 0-8/0-9/0-9-1 and AMQP 0-10 message delivery, message conversion and HTTP management JSON rendering allows authenticated message producers to exhaust memory and disrupt broker availability via processing without a de…"
2026-09-25T09:17:08.003Z,CVE-2026-97863,MEDIUM,6.3,Received,CWE-78,1,"The cisco_firesight_manager_ACL_rule_export module in misp-modules generates a shell script (.sh) that authenticates to and calls the Cisco fireSIGHT Manager API. The module interpolates configuration values (IP address, login, password, domain ID, policy ID) and MISP attribute values (destination…"
