published_at,cve,severity,score,status,cwe,references,description
2026-09-25T20:17:04.76Z,CVE-2026-100208,HIGH,7.5,Received,CWE-190,1,Integer overflow or wraparound in Microsoft Office Outlook allows an unauthorized attacker to execute code over a network.
2026-09-25T20:17:05.833Z,CVE-2026-100310,HIGH,7.3,Received,CWE-426,5,GNU libextractor before 1.16 loads plugins from an untrusted search path specified by the LIBEXTRACTOR_PREFIX environment variable without proper privilege checks. A local attacker can exploit this by setting LIBEXTRACTOR_PREFIX to a directory containing a malicious plugin that executes arbitrary c…
2026-09-25T20:17:05.99Z,CVE-2026-100368,HIGH,8.4,Received,CWE-78,1,"CliInvoke is a .NET library for invoking command-line programs, and its `CliInvoke.Specializations` packages provide specialized wrappers for shells such as PowerShell and Windows Command Prompt. `CliInvoke.Specializations` versions 2.2.0 through 2.8.4, 2.9.0 through 2.9.3, 2.10.0 through 2.10.4, 3…"
2026-09-25T20:17:06.143Z,CVE-2026-100372,HIGH,8.6,Received,CWE-22,6,ClipBucket v5 before 5.5.3-#197 contains a path traversal vulnerability in the admin template editor that allows authenticated administrators to overwrite PHP files by supplying directory traversal sequences in the folder parameter. Attackers with manage_template_access permission can traverse outs…
2026-09-25T20:17:06.293Z,CVE-2026-100373,MEDIUM,5.1,Deferred,CWE-918,6,OpenMetadata through 2.0.2 contains a server-side request forgery vulnerability in the URLValidator.validateURL function that fails to properly resolve DNS hostnames and validate internal addresses. Users permitted to create or update EventSubscription can set webhook destinations to internal hosts…
2026-09-25T20:17:07.813Z,CVE-2026-53990,,,Rejected,,0,Rejected reason: This CVE ID has been rejected or withdrawn by its CVE Numbering Authority.
2026-09-25T20:17:09.27Z,CVE-2026-57861,,,Rejected,,0,Rejected reason: This CVE ID has been rejected or withdrawn by its CVE Numbering Authority.
2026-09-25T20:17:11.613Z,CVE-2026-5267,,,Received,CWE-306,1,Ciena Navigator Network Control Suite (NCS) contains an information exposure vulnerability in an event-streaming API that does not properly enforce authentication. An unauthenticated attacker with network access to the affected service could access the event stream and potentially obtain sensitive…
2026-09-25T20:17:47.597Z,CVE-2026-93682,MEDIUM,5.8,Received,CWE-125,1,"When the HTTP stream wrapper follows a redirect and the response carries a Location header with an empty value, the redirect code reads one byte past the end of the heap buffer holding the location. The value of that out-of-bounds byte decides which redirect target is built, so a malicious server c…"
2026-09-25T20:17:47.8Z,CVE-2026-96875,MEDIUM,6.9,Received,CWE-79,1,Improper neutralization of input during web page generation ('cross-site scripting') vulnerability in Mediawiki - Cargo extension allows Stored XSS. This issue affects Mediawiki - Cargo extension: through 3.9.4.
2026-09-25T20:17:47.933Z,CVE-2026-96876,MEDIUM,6.9,Received,CWE-79,1,Improper neutralization of input during web page generation ('cross-site scripting') vulnerability in Mediawiki - Cargo extension allows Reflected XSS. This issue affects Mediawiki - Cargo extension: through 3.9.4.
2026-09-25T20:17:48.053Z,CVE-2026-96877,MEDIUM,6.9,Received,CWE-79,1,Improper neutralization of input during web page generation ('cross-site scripting') vulnerability in Mediawiki - Cargo extension allows Reflected XSS. This issue affects Mediawiki - Cargo extension: through 3.9.4.
2026-09-25T20:17:48.18Z,CVE-2026-96878,MEDIUM,6.9,Received,CWE-79,1,Improper neutralization of input during web page generation ('cross-site scripting') vulnerability in Mediawiki - Cargo extension allows Reflected XSS. This issue affects Mediawiki - Cargo extension: through 3.9.4.
