published_at,cve,severity,score,status,cwe,references,description
2026-09-25T08:16:38.49Z,CVE-2026-12037,MEDIUM,5.5,Received,CWE-918,8,"The Asset CleanUp: Page Speed Booster plugin for WordPress is vulnerable to Server-Side Request Forgery in all versions up to, and including, 1.4.0.5 via the 'page_url' parameter. This makes it possible for authenticated attackers, with administrator-level access and above, to make web requests to…"
2026-09-25T08:16:39.82Z,CVE-2026-13179,MEDIUM,6.4,Received,CWE-79,12,"The WP Maps – Google Maps,OpenStreetMap,Mapbox,Store Locator,Listing,Directory & Filters plugin for WordPress is vulnerable to Stored Cross-Site Scripting via shapes_values Parameter in all versions up to, and including, 4.9.8 due to insufficient input sanitization and output escaping. This makes i…"
2026-09-25T08:16:39.97Z,CVE-2026-13456,HIGH,7.5,Received,CWE-98,8,"The WP Maps – Google Maps,OpenStreetMap,Mapbox,Store Locator,Listing,Directory & Filters plugin for WordPress is vulnerable to Local File Inclusion in all versions up to, and including, 4.9.8 via the 'page' parameter parameter. This makes it possible for authenticated attackers, with subscriber-lev…"
2026-09-25T08:16:40.103Z,CVE-2026-17577,MEDIUM,6.1,Received,CWE-79,6,"The SSL Zen plugin for WordPress is vulnerable to Reflected Cross-Site Scripting via the 'uri' (and 'host') parameters in versions up to, and including, 4.7.42. The ssl_zen_messages::getMessages() function builds the 'token_missmatch' message using base64_decode(sanitize_text_field($_REQUEST['uri']…"
2026-09-25T08:16:40.247Z,CVE-2026-17602,MEDIUM,4.9,Received,CWE-22,8,"The SSL Zen — SSL Certificate Installer & HTTPS Redirects plugin for WordPress is vulnerable to Directory Traversal in all versions up to, and including, 4.7.42 via the 'file_name' parameter parameter. This makes it possible for authenticated attackers, with administrator-level access and above, to…"
2026-09-25T08:16:40.383Z,CVE-2026-19804,HIGH,8.8,Received,CWE-94,10,"The s2Member – Excellent for All Kinds of Memberships, Content Restriction Paywalls & Member Access Subscriptions plugin for WordPress is vulnerable to Remote Code Execution in all versions up to, and including, 260814 via the 'first_name' parameter parameter. This is due to insufficient sanitizati…"
2026-09-25T08:16:40.55Z,CVE-2026-84280,HIGH,7.2,Received,CWE-79,2,"The Fancy Product Designer plugin for WordPress is vulnerable to Stored Cross-Site Scripting via Shortcode Order 'elements[].title' Parameter in all versions up to, and including, 6.5.2 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers…"
2026-09-25T08:16:40.67Z,CVE-2026-88996,MEDIUM,6.1,Received,CWE-79,6,"The WPForms – AI Form Builder for WordPress – Contact Forms, Payment Forms, Survey Form, Quiz & More plugin for WordPress is vulnerable to Reflected Cross-Site Scripting via 'page_title' POST Parameter via {page_title} Smart Tag in all versions up to, and including, 2.0.2 due to insufficient input…"
2026-09-25T08:16:40.803Z,CVE-2026-89406,HIGH,7.5,Received,CWE-862,6,"The Modula Image Gallery – Photo Grid & Video Gallery plugin for WordPress is vulnerable to unauthorized disclosure of private gallery contents in versions up to, and including, 3.0.1. This is due to the Modula_Meta::add_metas() function being hooked to wp_head on every frontend request and looking…"
2026-09-25T08:16:40.94Z,CVE-2026-89426,HIGH,8.8,Received,CWE-269,10,"The Knit Pay – Cashfree, Instamojo, Razorpay, PayPal and more plugin for WordPress is vulnerable to Privilege Escalation in all versions up to, and including, 9.6.1.0. This is due to the `maybe_update_user_role()` function reading the target role directly from an attacker-controlled Gravity Forms e…"
2026-09-25T08:16:41.083Z,CVE-2026-92608,,,Received,CWE-248,1,Improper handling of property-encoding exceptions in AMQP 1.0-to-AMQP 0-10 message conversion allows authenticated message producers to disrupt delivery to AMQP 0-10 consumers via message properties that the target encoder does not handle correctly. This issue affects Apache Qpid Broker-J: through…
2026-09-25T08:16:41.203Z,CVE-2026-92609,,,Received,CWE-384,1,Session fixation in HTTP management authentication allows remote attackers to gain unauthorized access to an authenticated management session via reuse of a session identifier retained across successful authentication. This issue affects Apache Qpid Broker-J: through 10.1.0. Users are recommended t…
2026-09-25T08:16:41.31Z,CVE-2026-92713,HIGH,8.1,Received,CWE-862,5,"The Modula Image Gallery – Photo Grid & Video Gallery plugin for WordPress is vulnerable to arbitrary file deletion due to insufficient file path validation in the upload_image function in all versions up to, and including, 3.0.2. This makes it possible for authenticated attackers, with author-leve…"
2026-09-25T08:16:41.437Z,CVE-2026-93654,HIGH,7.2,Received,CWE-79,7,"The Premium Packages – Sell Digital Products Securely plugin for WordPress is vulnerable to Stored Cross-Site Scripting via 'cart_items[][product_name]' Parameter in all versions up to, and including, 7.2.1 due to insufficient input sanitization and output escaping. This makes it possible for unaut…"
2026-09-25T08:16:41.57Z,CVE-2026-93656,MEDIUM,6.4,Received,CWE-79,7,"The User Profile Builder – Beautiful User Registration Forms, User Profiles & User Role Editor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via Avatar Field in all versions up to, and including, 4.0.2 due to insufficient input sanitization and output escaping. This makes it pos…"
2026-09-25T08:16:41.707Z,CVE-2026-93747,MEDIUM,6.4,Received,CWE-79,7,"The wpForo Forum plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'telegram' profile field in versions up to, and including, 3.1.6. This is due to insufficient input sanitization and output escaping in the profile_update action — the raw $_POST['data'] array is copied into…"
2026-09-25T08:16:41.837Z,CVE-2026-93901,HIGH,7.3,Received,CWE-269,10,"The Optima Express IDX plugin for WordPress is vulnerable to Privilege Escalation in all versions up to, and including, 8.7.5. This is due to the `provisionBlogCredentials()` function in `iHomefinderAdmin.php` being reachable via the `wp_ajax_nopriv_ihf_clear_cache` AJAX action — through the call c…"
2026-09-25T08:16:42.047Z,CVE-2026-94573,HIGH,7.2,Received,CWE-79,6,"The Repeater Fields for Elementor Forms plugin for WordPress is vulnerable to Stored Cross-Site Scripting via Repeater Field Value in all versions up to, and including, 2.2.7 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject a…"
2026-09-25T08:16:42.177Z,CVE-2026-95864,HIGH,7.2,Received,CWE-79,6,"The Themify Builder plugin for WordPress is vulnerable to Stored Cross-Site Scripting via 'css[fonts]' Parameter in all versions up to, and including, 7.8.1 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scrip…"
2026-09-25T08:16:42.307Z,CVE-2026-95866,HIGH,7.2,Received,CWE-79,5,"The User Profile Builder – Beautiful User Registration Forms, User Profiles & User Role Editor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via Avatar Field in all versions up to, and including, 4.0.2 due to insufficient input sanitization and output escaping. This makes it pos…"
2026-09-25T08:16:42.437Z,CVE-2026-96448,MEDIUM,6.6,Received,CWE-285,2,"A flaw was found in the Fine-Grained Admin Permissions (FGAP v2) feature of Keycloak, an identity and access management solution. The issue occurs when the system checks if a delegated administrator has permission to assign a specific role to a user. Because the check does not look inside composite…"
2026-09-25T08:16:42.567Z,CVE-2026-96568,HIGH,7.2,Received,CWE-79,7,"The Restaurant Menu and Food Ordering plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'phone_number' parameter in all versions up to, and including, 2.4.14 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to i…"
2026-09-25T08:16:42.7Z,CVE-2026-96752,HIGH,7.2,Received,CWE-79,6,"The Zero Spam for WordPress plugin for WordPress is vulnerable to Stored Cross-Site Scripting via Nested POST Array Keys via Contact Form 7 Integration in all versions up to, and including, 5.7.10 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated…"
