published_at,cve,severity,score,status,cwe,references,description
2026-09-24T21:17:10.67Z,CVE-2026-14441,MEDIUM,6.9,Received,CWE-1025,1,A logic flaw in Java cache key handling object comparison handling could lead to improper identifier resolution when processing specific user account structures. The issue has been remediated by updating the internal comparison routines to ensure accurate object evaluation and prevent potential ide…
2026-09-24T21:17:11.92Z,CVE-2026-14442,MEDIUM,6.9,Received,CWE-532,1,"An information exposure vulnerability in the job scheduling component of SANnav allows sensitive credentials to be written to application logs in plain text. When scheduled support save jobs or related operational tasks are executed, sensitive parameters including external server passwords and arch…"
2026-09-24T21:17:12.13Z,CVE-2026-14443,HIGH,8.4,Received,CWE-532,1,"Incomplete log sanitization during bulk IPsec policy collection in Brocade SANnav versions before 3.0.1a permit extension switch pre-shared keys to be written to system logs. Individuals with read access to container logs or support archives can obtain these keys, leading to the potential compromis…"
2026-09-24T21:18:36.203Z,CVE-2026-75558,MEDIUM,6.0,Received,CWE-321,3,The Botslab G980H dash camera firmware uses a hard-coded cryptographic key and initialization vector to protect WiFi credentials communicated by the device. An attacker who obtains the protected credential and extracts the cryptographic material from the firmware could recover the WiFi password and…
2026-09-24T21:18:44.353Z,CVE-2026-79959,HIGH,7.0,Received,CWE-798,3,The Botslab G980H dash camera firmware contains a hard-coded root account password that cannot be changed by the user. An attacker who obtains the firmware or has physical access to the device could recover the credential and use it to obtain root access through the UART interface.
2026-09-24T21:18:48.737Z,CVE-2026-81630,CRITICAL,9.2,Received,CWE-345,3,The Botslab G980H dash camera firmware does not adequately verify the authenticity of firmware updates. The update process retrieves firmware through an unprotected connection and relies on an integrity value supplied with the firmware instead of a trusted cryptographic signature. A suitably positi…
2026-09-24T21:18:50.167Z,CVE-2026-82585,HIGH,7.1,Received,CWE-319,3,"The Botslab G980H dash camera firmware transmits sensitive information over unencrypted HTTP and RTSP connections. An attacker capable of intercepting communications on the device's WiFi network could obtain stored recordings, live video, location information, images, diagnostic logs, or other sens…"
2026-09-24T21:18:50.33Z,CVE-2026-82708,HIGH,7.1,Received,CWE-22,3,The Botslab G980H dash camera firmware contains a path traversal vulnerability in its HTTP server. An attacker with access to the device's WiFi network could submit a crafted request to access files within the device's removable storage that were not intended to be directly accessible through the w…
2026-09-24T21:18:50.483Z,CVE-2026-82716,MEDIUM,5.1,Received,CWE-532,3,"The Botslab G980H dash camera firmware includes sensitive configuration information, including WiFi credentials, in diagnostic logs generated during the support process. These logs remain accessible on removable storage after the support operation has completed. An unauthenticated attacker with phy…"
2026-09-24T21:18:55.22Z,CVE-2026-84403,MEDIUM,6.9,Received,CWE-306,3,The Botslab G980H dash camera firmware does not require authenticated pairing or client binding before permitting access to Bluetooth Low Energy communications and GATT characteristics. An unauthenticated attacker within Bluetooth range could intercept or directly retrieve sensitive device informat…
2026-09-24T21:18:56.603Z,CVE-2026-87118,MEDIUM,6.9,Received,CWE-787,3,"The Botslab G980H dash camera firmware contains an out of bounds write vulnerability in its command processing functionality. An authenticated attacker with adjacent network access could submit crafted command data that corrupts memory, potentially disrupting authentication state or causing the aff…"
2026-09-24T21:18:57.003Z,CVE-2026-88386,,,Received,,2,libsndfile 1.2.2 contains a misaligned memory access issue in psf_binheader_readf() while parsing WAV fmt chunks. A specially crafted WAV file can cause the function to cast an unaligned destination address to unsigned int * and perform a 4-byte store. This results in undefined behavior leading to…
2026-09-24T21:18:57.12Z,CVE-2026-88387,,,Received,,3,"LibRaw 0.22.0 contains an incorrect numeric conversion vulnerability in LibRaw::parse_tiff_ifd() when processing TIFF tag 0x00fe (NewSubfileType). A specially crafted RAW, TIFF, or DNG file can supply an attacker-controlled NewSubfileType value outside the range of a signed int. The parser converts…"
2026-09-24T21:18:57.247Z,CVE-2026-88388,,,Received,,1,"Espruino 2v29 (commit bffc6d0) contains a stack-based buffer overflow vulnerability in the JavaScript error stack-trace handling path on 64-bit builds. A remote attacker can supply JavaScript input that triggers an exception and reaches jslPrintTokenLineMarker(), which passes the address of a 4-byt…"
