published_at,cve,severity,score,status,cwe,references,description
2026-09-25T18:17:26.33Z,CVE-2026-56725,HIGH,8.7,Received,CWE-306; CWE-400,3,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.0.2, summary An unauthenticated request to POST /api/v1/import/otrs/import_check blocks a Zammad request worker for roughly two minutes. The import_check and import_status actions are missing the setup_done_response guar…"
2026-09-25T18:17:26.48Z,CVE-2026-56726,MEDIUM,5.1,Received,CWE-862,4,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.0.2, this vulnerability breaks normal ticket isolation boundaries between agents. Any authenticated agent, even one with no active tickets assigned to them, can view the titles, status, labels, and URL links of GitHub/Gi…"
2026-09-25T18:17:26.63Z,CVE-2026-56727,HIGH,7.1,Received,CWE-287; CWE-347; CWE-391,3,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.0.2, summary In Zammad's inbound PGP email processing, the return value of the gpg verification call was silently discarded. Regardless of whether gpg reported a valid, invalid, or missing signature, the handler uncondit…"
2026-09-25T18:17:26.797Z,CVE-2026-56728,MEDIUM,5.3,Received,CWE-200; CWE-639,3,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.0.2, a broken access control vulnerability exists in Zammad's GraphQL API. An authenticated user can access taskbar item data belonging to another user by crafting a request with the target user's taskbar identifier. The…"
2026-09-25T18:17:27.063Z,CVE-2026-56730,LOW,2.1,Received,CWE-862,3,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.0.2, an authorization bypass vulnerability was found that allows an authenticated agent to read knowledge base answer content they should not be able to access. The vulnerable GraphQL mutation is meant to transform a kno…"
2026-09-25T18:17:27.213Z,CVE-2026-56731,HIGH,8.4,Received,CWE-79,2,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.0.1, a low-privilege authenticated user may inject arbitrary HTML markup, including JavaScript event handlers, into a ticket title via the standard ticket creation workflow. The title is persisted without sanitization. T…"
2026-09-25T18:17:27.37Z,CVE-2026-56732,MEDIUM,5.3,Received,CWE-20; CWE-352,3,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.0.2, vulnerability in Zammad's HTML sanitization allows injection of specific HTML elements into ticket bodies. When another user views the crafted ticket, the injected element can trigger a logout request, terminating t…"
2026-09-25T18:17:27.533Z,CVE-2026-56733,HIGH,8.7,Received,CWE-269; CWE-863,5,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.0.2 and 7.1.0, this issue concerns a lack of discursive validation within the authorization cascade. It has been determined that the system-level enforcement of access restrictions during the initialization of new identi…"
2026-09-25T18:17:27.7Z,CVE-2026-56734,MEDIUM,5.3,Received,CWE-918,3,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.0.2, during federated authentication (OAuth/OIDC/SAML), a profile image URL from the external identity provider is fetched without verifying the target address. An actor who controls their profile at a connected provider…"
2026-09-25T18:17:28.88Z,CVE-2026-56735,MEDIUM,5.3,Received,CWE-82,4,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.0.2 and 7.1.0, zammad's HTML sanitizer (HtmlSanitizer::Strict) blocks external URLs in to prevent remote content loading, but the srcset attribute, also allowlisted for , is not subject to the same check. This oversight…"
2026-09-25T18:17:29.03Z,CVE-2026-61525,HIGH,8.8,Received,CWE-22,3,"Zammad is a web based open source helpdesk/customer support system. In 7.0.2 and 7.1.0, zammad's session management for websocket and long-polling connections is susceptible to a path traversal attack. Session identifiers supplied by the client are insufficiently validated before being used to cons…"
2026-09-25T18:17:29.193Z,CVE-2026-65828,LOW,2.3,Received,CWE-862,2,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.1.2, the legacy destroy_form action on AttachmentsController deletes UploadCache Store records based solely on a user-supplied form_id without verifying that the requesting user owns those records. An authenticated attac…"
2026-09-25T18:17:30.797Z,CVE-2026-84462,HIGH,8.6,Received,CWE-20; CWE-94; CWE-1336,2,"Zammad is a web based open source helpdesk/customer support system. Prior to 7.1.2, a security filter that protects Zammad's AI Agent configuration can be bypassed by entering specially crafted text into one of an AI Agent's fields. An administrator with permission to create or edit AI Agents could…"
2026-09-25T18:17:32.53Z,CVE-2026-91838,HIGH,7.8,Received,CWE-78,3,"A flaw was found in NetworkManager-sstp, the SSTP VPN plugin for NetworkManager. A local unprivileged user can exploit this vulnerability by embedding special characters, known as shell metacharacters, into VPN connection profile fields such as CA certificate or proxy settings. These unescaped char…"
2026-09-25T18:17:32.66Z,CVE-2026-91839,HIGH,7.8,Received,CWE-93,3,"A flaw was found in NetworkManager-fortisslvpn, the FortiSSLVPN plugin for NetworkManager. The nm-fortisslvpn-service improperly handles carriage-return/line-feed (CR/LF) characters in VPN connection profile credentials. A local unprivileged user can exploit this by crafting a malicious VPN profile…"
2026-09-25T18:17:32.793Z,CVE-2026-91840,HIGH,7.8,Received,CWE-93,3,"A flaw was found in NetworkManager-vpnc. This vulnerability allows a local unprivileged user to escalate privileges to root. By injecting a newline character into the VPN username field, an attacker can manipulate the vpnc configuration to execute an arbitrary program with root privileges when the…"
2026-09-25T18:17:32.923Z,CVE-2026-91841,HIGH,7.8,Received,CWE-93,3,"A flaw was found in NetworkManager-vpnc, a VPN plugin for NetworkManager. A local unprivileged user can exploit this vulnerability by injecting a newline character into the CA-File path. This manipulation allows the user to execute arbitrary commands as the root user, leading to local privilege esc…"
2026-09-25T18:17:33.583Z,CVE-2026-93366,MEDIUM,5.3,Received,CWE-639,2,"Bludit CMS through 3.22.0 contains an authorization bypass vulnerability that allows authenticated users with the Author role to enumerate and delete media files belonging to pages owned by other users, including administrators, by supplying arbitrary uuid parameters to unprotected AJAX endpoints.…"
2026-09-25T18:17:35.063Z,CVE-2026-97882,MEDIUM,5.5,Received,CWE-74; CWE-89,5,A weakness has been identified in mathurvishal CloudClassroom-PHP-Project up to 5dadec098bfbbf3300d60c3494db3fb95b66e7be. The impacted element is an unknown function of the file loginlinkfaculty.php of the component Faculty Authentication. Executing a manipulation of the argument fid/pass can lead…
2026-09-25T18:17:35.247Z,CVE-2026-97883,MEDIUM,5.5,Received,CWE-74; CWE-89,5,A security vulnerability has been detected in mathurvishal CloudClassroom-PHP-Project up to 5dadec098bfbbf3300d60c3494db3fb95b66e7be. This affects an unknown function of the file updatequery.php. The manipulation of the argument gid leads to sql injection. The attack can be initiated remotely. The…
2026-09-25T18:17:35.433Z,CVE-2026-97884,LOW,2.1,Received,CWE-74; CWE-89,5,A vulnerability was detected in mathurvishal CloudClassroom-PHP-Project up to 5dadec098bfbbf3300d60c3494db3fb95b66e7be. This impacts an unknown function of the file updatestudent.php of the component Student Update Functionality. The manipulation of the argument eno results in sql injection. The at…
2026-09-25T18:17:35.613Z,CVE-2026-97885,MEDIUM,5.5,Received,CWE-74; CWE-89,5,A flaw has been found in mathurvishal CloudClassroom-PHP-Project up to 5dadec098bfbbf3300d60c3494db3fb95b66e7be. Affected is an unknown function of the file updatefaculty.php. This manipulation of the argument fid causes sql injection. The attack may be initiated remotely. The exploit has been publ…
2026-09-25T18:17:35.81Z,CVE-2026-97886,LOW,2.1,Received,CWE-74; CWE-89,5,A vulnerability has been found in mathurvishal CloudClassroom-PHP-Project up to 5dadec098bfbbf3300d60c3494db3fb95b66e7be. Affected by this vulnerability is an unknown functionality of the file managevideos2.php. Such manipulation of the argument editassid leads to sql injection. The attack may be l…
